Nepal Stock Exchange Limited.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
2004-08-17 00:00:00,259.31,261.08,189.3,143.68,95.17,233.62,208.26,204.53,241.63
2004-08-18 00:00:00,258.65,261.08,189.3,144.2,95.17,233.24,208.47,204.53,241.22
2004-08-19 00:00:00,255.35,261.08,189.3,144.2,95.17,233.01,208.79,203.39,239.1
2004-08-20 00:00:00,252.65,261.08,189.3,144.2,95.17,233.47,209.07,203.39,237.43
2004-08-23 00:00:00,250.46,263.62,189.3,144.72,95.17,233.47,209.28,201.86,236.27
2004-08-24 00:00:00,246.66,265.27,189.3,144.72,95.17,232.81,209.98,201.86,234.02
2004-08-25 00:00:00,249.27,265.27,189.3,144.72,95.17,235.62,209.62,201.86,235.81
2004-08-26 00:00:00,251.14,265.27,189.3,145.24,95.17,235.39,210.16,200.34,237.01
2004-08-27 00:00:00,252.35,265.27,189.3,145.24,98.87,235.39,209.61,199.19,237.81
2004-08-31 00:00:00,251.87,265.27,189.3,145.24,98.87,235.11,208.86,199.19,237.43
2004-09-01 00:00:00,*,,,,,,,,
2004-09-02 00:00:00,*,,,,,,,,
2004-09-03 00:00:00,*,,,,,,,,
2004-09-07 00:00:00,249.14,265.48,189.87,145.24,98.87,235.11,207.05,199.19,235.61
2004-09-08 00:00:00,246.83,265.48,189.87,145.24,98.87,234.17,206.78,199.19,234.07
2004-09-09 00:00:00,243.65,265.48,189.87,145.24,98.87,232.31,205.89,195.38,231.78
2004-09-10 00:00:00,243.1,264.21,189.87,147.31,98.87,232.31,205.08,195.38,231.29
2004-09-13 00:00:00,242.6,264.04,189.87,147.31,98.87,231.38,205.4,194.23,230.9
2004-09-14 00:00:00,241.28,264.04,189.3,147.31,98.87,231.38,205.05,194.23,229.99
2004-09-15 00:00:00,242.47,264.04,189.3,146.79,98.87,230.21,205.61,194.23,230.72
2004-09-16 00:00:00,248.43,264.04,190.07,146.28,98.87,230.21,205.81,194.61,234.58
"Note; Share trading stoped  on 1st, 2nd,  3 rd 2004 Sept (due to 12 Nepalese Hostage killed In iraq)",,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Ashwin 2061,,,,,,,,,
2004-09-17 00:00:00,252.45,264.04,190.45,146.28,98.87,230.21,206.34,195,237.22
2004-09-20 00:00:00,251.75,264.04,190.83,146.28,98.87,230.91,206.23,195,236.83
2004-09-21 00:00:00,249.72,264.04,189.68,146.28,98.87,231.14,205.96,195,235.45
2004-09-22 00:00:00,247.91,264.04,188.53,145.76,98.87,230.44,205.35,195,234.12
2004-09-23 00:00:00,246.87,264.04,188.53,145.76,98.87,230.44,205.31,195,233.46
2004-09-24 00:00:00,246.66,263.98,188.53,145.76,98.87,231.66,205.69,195.38,233.42
2004-09-28 00:00:00,246.07,263.79,188.53,145.5,98.87,231.66,206.06,195.38,233.05
2004-09-29 00:00:00,246.82,263.79,188.53,145.5,98.87,231.66,207.34,195.38,233.64
2004-09-30 00:00:00,247.45,263.79,188.53,145.5,98.87,231.8,207.8,196.9,234.11
2004-10-01 00:00:00,247.7,261.25,188.53,145.5,98.87,231.8,207.57,196.14,233.99
2004-10-04 00:00:00,247.36,264.47,188.53,145.5,98.87,231.43,207.92,196.14,234.09
2004-10-05 00:00:00,247.11,264.47,188.53,145.5,98.87,231.19,208.72,196.9,234
2004-10-06 00:00:00,247.33,264.68,188.53,145.5,98.87,231.42,208.14,197.67,234.14
2004-10-07 00:00:00,247.11,264.68,188.15,144.98,98.87,231.23,207.76,198.05,233.92
2004-10-08 00:00:00,246.93,264.68,187.38,144.98,98.87,231.3,208.39,197.98,233.81
2004-10-11 00:00:00,246.7,264.68,188.15,144.98,98.87,231.43,208.29,198.36,233.73
2004-10-12 00:00:00,244.59,264.68,188.15,144.98,98.87,231.17,208.37,198.33,232.37
2004-10-13 00:00:00,244.41,264.68,188.15,144.98,98.87,231.87,208.21,198.33,232.29
2004-10-14 00:00:00,243.23,262.15,188.15,144.98,98.87,231.45,209.05,198.19,231.31
,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Kartik 2061,,,,,,,,,
2004-10-18 00:00:00,243.51,265.44,188.15,144.98,98.87,231.45,209.08,197.19,231.81
2004-10-19 00:00:00,243.95,268.13,188.15,144.98,98.87,231.62,209.18,197.19,232.36
2004-10-26 00:00:00,243.43,268.13,188.15,144.98,98.87,231.62,208.84,197.19,232
2004-10-27 00:00:00,243.51,268.13,188.15,144.98,98.87,231.62,208.95,197.19,232.06
2004-10-28 00:00:00,243.65,268.13,188.15,144.98,98.87,231.62,208.75,197.19,232.13
2004-10-29 00:00:00,244.1,268.13,188.15,144.98,98.87,232.32,208.53,197.19,232.44
2004-11-01 00:00:00,244.62,268.13,188.15,144.98,98.87,233.95,209.03,196.43,232.88
2004-11-02 00:00:00,243.95,268.13,188.15,144.98,98.87,234.95,209.15,196.43,233.54
2004-11-03 00:00:00,245.59,268.13,188.15,144.98,98.87,235.18,209.05,196.43,233.6
2004-11-04 00:00:00,244.64,268.13,188.53,144.98,98.87,234.71,206.41,196.43,232.76
2004-11-05 00:00:00,244.02,268.13,188.53,144.98,98.87,235.18,206.44,197.19,232.41
2004-11-09 00:00:00,243.88,268.13,188.53,144.98,98.87,235.41,206.68,197.19,232.35
2004-11-10 00:00:00,246.29,268.13,188.53,144.98,98.87,234.88,206.65,196.04,233.83
2004-11-11 00:00:00,247.79,268.13,188.53,144.98,98.87,234.88,206.46,196.04,234.77
2004-11-15 00:00:00,248.22,268.13,188.53,144.98,98.87,235.58,206.46,196.04,235.08
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Mangsir 2061,,,,,,,,,
2004-11-16 00:00:00,249.13,266.71,188.53,144.98,98.87,232.6,206.48,196.04,235.37
2004-11-17 00:00:00,250.06,266.71,188.53,144.98,98.87,235.58,206.58,196.04,236.13
2004-11-18 00:00:00,251.11,270.25,188.53,144.98,98.87,236.28,206.9,197.57,237.24
2004-11-19 00:00:00,252.43,270.25,187.76,144.98,98.87,235.81,207.02,197.57,238.01
2004-11-22 00:00:00,254.2,270.25,188.53,144.46,98.87,235.81,207.26,197.57,239.2
2004-11-23 00:00:00,255.67,270.25,188.53,144.46,98.87,235.35,206.97,197.95,240.4
2004-11-24 00:00:00,257.12,270.25,188.53,144.46,98.87,235.35,206.35,197.19,241.27
2004-11-25 00:00:00,257.8,270.25,186.61,144.46,98.87,235.69,206.25,197.19,241.57
2004-11-26 00:00:00,258.15,268.21,187.39,144.46,98.87,235.83,206.43,197.95,241.6
2004-11-29 00:00:00,257.27,267.42,187.39,144.46,98.87,237.33,205.05,197.95,241.04
2004-11-30 00:00:00,253.96,267.42,187.39,144.46,98.87,237.33,205.12,197.95,238.92
2004-12-01 00:00:00,251.61,267.42,187.39,144.46,98.87,237.33,205.2,197.57,237.41
2004-12-02 00:00:00,252.34,267.64,187.39,144.46,98.87,238.24,205.51,197.57,237.97
2004-12-03 00:00:00,251.87,267.85,187.39,144.46,98.87,237.52,205.22,197.14,237.62
2004-12-06 00:00:00,252.02,268.06,187.39,144.46,98.87,237.3,204.74,196.74,237.68
2004-12-07 00:00:00,252.54,268.27,187.39,144.46,98.87,238.4,204.62,197.12,238.1
2004-12-08 00:00:00,248.63,268.48,187.39,144.46,98.87,237.97,205.21,197.5,235.63
2004-12-09 00:00:00,250.03,268.48,187.39,143.94,98.87,238.12,205.2,197.12,236.52
2004-12-10 00:00:00,250.26,268.48,187.39,143.94,98.87,238.34,205.31,198.26,236.71
2004-12-13 00:00:00,250.5,268.69,187.39,143.94,98.87,238.16,206.09,199.03,236.95
2004-12-14 00:00:00,250.19,268.69,187.39,143.94,98.87,237.77,206.44,198.26,236.75
2004-12-15 00:00:00,249.6,268.69,187.39,143.94,98.87,237.73,206.57,198.64,236.38
"NEPSE Index during Poush, 2061",,,,,,,,,
16th Dec. 2004 to 13 Jan. 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Poush 2061,,,,,,,,,
2004-12-16 00:00:00,249.93,271.22,188.53,143.42,98.87,238.22,207.66,199.79,237.03
2004-12-17 00:00:00,250.46,271.22,188.53,143.42,98.87,238.72,208.27,203.6,237.53
2004-12-20 00:00:00,251.11,271.22,188.53,143.42,98.87,238.72,208.41,205.13,237.99
2004-12-21 00:00:00,251.75,271.65,188.53,143.42,98.87,238.81,208.99,204.37,238.47
2004-12-22 00:00:00,251.29,271.65,188.53,143.42,98.87,239.16,208.82,205.13,238.2
2004-12-23 00:00:00,251.31,271.65,188.53,143.42,98.87,239.07,208.89,203.22,238.17
2004-12-24 00:00:00,252.3,271.65,188.53,143.42,98.87,239.07,209.03,203.22,238.81
2004-12-27 00:00:00,252.84,272.07,188.53,143.42,98.87,239.44,209.25,203.22,239.24
2004-12-28 00:00:00,253.09,272.07,188.53,143.42,98.87,239.86,209.03,203.22,239.41
2004-12-29 00:00:00,251.43,272.07,188.53,142.91,98.87,239.81,208.52,203.22,238.3
2004-12-30 00:00:00,251.51,272.07,188.53,142.91,98.87,239.44,208.47,203.22,238.32
2004-12-31 00:00:00,251.46,272.07,188.53,142.91,98.87,239.09,208.52,203.99,238.29
2005-01-03 00:00:00,251.48,272.49,188.53,142.91,98.87,239.09,208.52,203.22,238.32
2005-01-04 00:00:00,247.42,272.49,188.53,142.91,98.87,238.69,208.2,203.22,235.68
2005-01-05 00:00:00,247.47,272.91,176.46,142.91,98.87,238.69,208.18,202.46,234.93
2005-01-06 00:00:00,247.88,272.91,176.46,142.91,98.87,238.47,207.87,202.46,235.16
2005-01-07 00:00:00,248.52,273.33,176.46,142.91,98.87,238.47,207.87,202.46,235.61
2005-01-10 00:00:00,249.46,273.33,175.31,142.91,98.87,238.47,206.63,202.46,236.04
2005-01-12 00:00:00,251.95,273.97,173.97,142.39,98.87,238.47,207.72,202.46,237.68
2005-01-13 00:00:00,255.01,273.97,173.97,142.39,98.87,238.47,207.43,202.46,239.61
,,,,,,,,,
"NEPSE Index during Magh, 2061",,,,,,,,,
14 Jan. 2005 to 11 Feb 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Magh 2061,,,,,,,,,
2005-01-14 00:00:00,255.52,273.97,173.97,142.39,98.87,238.47,207.43,202.46,239.94
2005-01-17 00:00:00,255.39,273.97,173.97,142.39,98.87,238.89,207.65,202.46,239.89
2005-01-18 00:00:00,255.87,273.97,173.97,142.39,98.87,238.83,208.05,194.13,240.01
2005-01-19 00:00:00,256.29,274.18,173.97,142.39,98.87,238.56,208.09,196.78,240.34
2005-01-20 00:00:00,256.85,274.18,173.97,215,98.87,238.61,208.38,196.78,240.72
2005-01-21 00:00:00,256.11,274.39,172.63,245.48,98.87,238.44,207.93,196.4,242.11
2005-01-24 00:00:00,255.9,274.39,172.63,272.78,98.87,238.44,208.32,196.78,243.76
2005-01-25 00:00:00,254.64,274.39,172.63,308.33,98.87,238.34,208.21,196.78,245.25
2005-01-26 00:00:00,254.77,274.39,172.63,332.45,98.87,238.64,207.6,197.9,246.85
2005-01-27 00:00:00,255.61,274.39,172.63,329.28,98.87,238.64,207.68,198.63,247.17
2005-01-28 00:00:00,255.4,274.39,172.25,328.64,98.87,238.64,207.74,198.27,246.98
2005-01-31 00:00:00,256.02,274.39,172.25,329.28,98.87,238.64,207.96,198.63,247.41
2005-02-01 00:00:00,255.77,274.39,172.25,329.28,98.87,238.06,208.15,198.63,247.25
2005-02-02 00:00:00,255.29,274.39,172.25,329.28,98.87,238.06,207.93,198.63,246.94
2005-02-03 00:00:00,255.72,274.39,172.25,341.98,98.87,238.27,207.98,198.63,248.03
2005-02-04 00:00:00,259.38,274.39,172.63,348.33,98.87,238.43,208.57,199.73,250.76
2005-02-07 00:00:00,259.98,273.97,172.25,348.33,98.87,238.43,207.62,201.2,251.02
2005-02-08 00:00:00,261.74,273.97,172.25,341.98,98.87,238.43,207.52,201.2,251.68
2005-02-09 00:00:00,263.31,373.97,172.82,329.28,98.87,238.48,207.56,201.84,251.88
2005-02-10 00:00:00,266.88,273.97,173.21,326.74,98.87,238.68,206.93,204.41,253.94
2005-02-11 00:00:00,270.86,273.97,173.21,340.71,98.87,238.73,206.68,206.97,257.29
,,,,,,,,,
"NEPSE Index during Falgun, 2061",,,,,,,,,
14 Feb 2005 to 11 March 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Falgun 061,,,,,,,,,
2005-02-14 00:00:00,274.86,273.97,173.21,329.28,98.87,239.21,207.19,208.44,259.05
2005-02-15 00:00:00,282.81,273.97,173.21,341.34,98.87,240.02,207.14,210.27,264.73
2005-02-16 00:00:00,286.72,274.39,173.21,341.34,98.87,238.61,207.51,212.84,267.14
2005-02-17 00:00:00,282.6,274.39,173.21,354.67,98.87,238.61,207.53,213.57,265.74
2005-02-21 00:00:00,279.3,274.39,173.21,354.67,98.87,238.73,207.45,213.2,263.72
2005-02-22 00:00:00,278.48,276.92,173.21,354.67,98.87,238.47,207.26,213.2,263.41
2005-02-23 00:00:00,280.01,276.92,173.21,354.67,98.87,239.25,207.41,212.88,264.39
2005-02-24 00:00:00,280.82,276.5,173.21,354.67,102.73,239.17,207.94,212.88,264.98
2005-02-25 00:00:00,281.74,276.5,173.21,354.67,102.73,239.17,207.94,212.56,265.53
2005-02-28 00:00:00,282.55,276.08,172.63,354.67,102.73,239.76,208.58,212.66,265.97
2005-03-01 00:00:00,286.23,276.08,172.63,354.67,102.73,243.64,208.7,211.19,268.42
2005-03-02 00:00:00,291.01,276.08,173.21,354.67,102.73,244.12,208.78,210.82,271.41
2005-03-03 00:00:00,296.27,276.08,172.63,338.8,102.79,243.92,208.7,210.46,273.57
2005-03-04 00:00:00,302.95,276.08,172.63,338.8,102.79,242.78,209.04,210.46,277.62
2005-03-07 00:00:00,305.91,276.08,172.63,338.8,102.79,241.98,209.23,214.85,279.49
2005-03-09 00:00:00,309.77,276.08,172.63,338.8,102.79,241.98,209.23,212.66,281.8
2005-03-10 00:00:00,312.48,276.08,172.63,338.8,102.79,242.18,208.93,211.92,283.43
2005-03-11 00:00:00,307.86,276.08,172.63,338.8,102.79,242.78,208.86,212.66,280.65
,,,,,,,,,
NEPSE Index during Chaitra 2061,,,,,,,,,
14 March 2005 to 13 April 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Chaitra 2061,,,,,,,,,
2005-03-14 00:00:00,304.07,276.08,172.63,338.8,106.86,244.04,208.84,212.66,278.5
2005-03-15 00:00:00,302.11,276.08,172.63,324.2,106.86,245.09,208.84,212.66,276.45
2005-03-16 00:00:00,300.48,276.08,173.21,310.23,106.86,245.09,209.58,212.88,274.67
2005-03-17 00:00:00,298.19,275.69,173.78,310.23,111.14,245.49,209.15,212.15,273.35
2005-03-18 00:00:00,299,275.69,173.78,316.58,111.04,247.15,209.77,210.32,274.35
2005-03-21 00:00:00,300.74,275.69,173.39,316.58,111.04,248.56,210.47,212.52,275.57
2005-03-22 00:00:00,303.03,276.2,174.74,316.58,111.04,248.36,210.6,212.52,277.1
2005-03-23 00:00:00,304.91,276.2,176.08,316.58,111.04,248.67,212.15,212.52,278.46
2005-03-24 00:00:00,306.61,276.2,176.08,303.25,111.04,251.09,212.55,213.62,278.86
2005-03-28 00:00:00,308.28,276.2,176.08,303.25,111.04,251.23,212.05,213.98,279.86
2005-03-29 00:00:00,310.47,276.2,176.08,303.25,111.04,251.84,210.41,212.15,281.08
2005-03-30 00:00:00,314.43,276.2,176.08,303.25,111.04,254.22,210.42,216.18,283.72
2005-03-31 00:00:00,314.48,276.96,176.08,308.33,111.04,258.09,210.13,215.95,284.34
2005-04-01 00:00:00,312.96,276.96,176.08,320.39,111.04,258.3,210.33,216.69,284.21
2005-04-04 00:00:00,314.68,277.97,176.08,320.39,111.04,262.92,207.97,219.62,285.51
2005-04-05 00:00:00,315.81,277.97,176.08,307.06,111.04,265.94,206.19,220.35,285.43
2005-04-06 00:00:00,316.91,277.97,176.08,307.06,115.53,271.03,206.12,220.35,286.51
2005-04-07 00:00:00,320.54,278.03,176.65,307.06,115.53,275.79,206.38,223.65,289.56
2005-04-08 00:00:00,320.89,278.03,176.65,320.39,115.53,281.73,207.11,227.69,291.09
2005-04-11 00:00:00,320.48,278.03,176.65,315.31,115.53,284.31,206.91,227.69,290.65
2005-04-12 00:00:00,320.54,278.03,176.65,324.84,116.33,292.23,207.38,229.52,291.83
2005-04-13 00:00:00,322.02,279.8,176.65,329.28,116.33,293.16,207.85,229.52,293.26
,,,,,,,,,
NEPSE Index during Baishakh 2062,,,,,,,,,
18 April 2005 to12 May 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Baishakh 062,,,,,,,,,
2005-04-18 00:00:00,322.04,279.8,176.65,335.63,116.33,294.17,207.76,229.52,293.71
2005-04-19 00:00:00,321.89,279.8,176.65,335.63,116.33,295.39,207.9,229.52,293.71
2005-04-20 00:00:00,319.8,279.8,176.65,335.63,116.33,297.92,207.72,231.35,292.59
2005-04-21 00:00:00,321.08,279.8,176.65,335.63,116.33,299.63,207.81,236.12,293.58
2005-04-24 00:00:00,321.01,279.8,176.04,338.8,116.33,304.32,208.8,236.85,294.03
2005-04-25 00:00:00,322.04,279.8,177.04,341.98,116.33,305.07,209.24,238.68,294.98
2005-04-26 00:00:00,321.79,279.8,176.46,335.63,116.33,306.16,209.6,236.48,294.44
2005-04-27 00:00:00,322.72,279.8,177.04,335.63,116.33,309.99,210.19,237.22,295.33
2005-04-28 00:00:00,320.66,279.8,177.04,335.63,116.33,311.97,211.32,238.82,294.29
2005-05-01 00:00:00,321.52,279.8,177.04,329.28,116.33,316.54,212.61,238.82,294.79
2005-05-02 00:00:00,323.44,279.8,177.04,329.28,116.33,318.51,212.91,238.82,296.11
2005-05-03 00:00:00,325.79,279.8,177.04,329.28,116.33,322.15,212.99,240.65,297.81
2005-05-04 00:00:00,326.06,279.8,177.04,329.28,116.33,333.09,215.12,241.39,298.78
2005-05-05 00:00:00,309.72,279.8,177.81,329.28,116.33,333.09,215.99,245.05,288.89
2005-05-09 00:00:00,309.6,279.8,177.23,329.28,116.33,331.03,216.58,249.08,288.79
2005-05-10 00:00:00,310.49,279.73,177.23,329.28,116.33,328.31,217.03,255.68,289.34
2005-05-11 00:00:00,304.89,279.73,177.23,329.28,116.33,316.2,219.7,259.72,285.33
2005-05-12 00:00:00,305.53,279.34,177.23,329.28,116.33,308.57,222.1,258.98,285.42
,,,,,,,,,
NEPSE Index during Jestha 2062,,,,,,,,,
15 May 2005 to 14 June 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Jestha 2062,,,,,,,,,
2005-05-15 00:00:00,304.48,279.34,177.62,341.98,116.33,306.41,223.08,258.98,285.52
2005-05-16 00:00:00,303.24,279.34,177.62,341.98,116.33,301.65,223.63,258.62,284.52
2005-05-17 00:00:00,301.39,279.34,175.89,341.98,116.33,298.34,224.14,258.39,283.12
2005-05-18 00:00:00,299.35,279.34,175.88,335.63,116.33,297.33,224.48,256.28,281.39
2005-05-19 00:00:00,297.81,277.88,176.28,335.63,118.97,297.49,226.15,251.15,280.43
2005-05-22 00:00:00,296.69,277.88,176.66,335.63,118.97,295.8,226.82,251.15,279.73
2005-05-24 00:00:00,292.33,276.29,176.66,335.63,118.97,294.94,226.68,251.15,276.85
2005-05-25 00:00:00,290.11,276.29,176.66,335.63,118.97,294.27,227.03,250.78,275.46
2005-05-26 00:00:00,291.32,276.29,176.66,335.63,118.97,296.03,227.68,250.55,276.35
2005-05-29 00:00:00,294.74,276.29,176.66,335.63,118.97,296.43,227.72,248.35,278.43
2005-05-30 00:00:00,296.14,276.29,176.28,335.63,118.97,297.05,227.08,239.92,279.09
2005-05-31 00:00:00,297.17,276.29,176.28,335.63,118.97,301.97,227.33,233.69,279.9
2005-06-01 00:00:00,297.33,276.29,177.05,335.63,118.97,301.77,228.42,235.54,280.15
2005-06-02 00:00:00,298.1,276.29,177.05,335.63,118.97,305.28,228.53,241.78,280.97
2005-06-05 00:00:00,298.36,276.29,177.05,335.63,123.84,309.04,229.8,244.71,281.61
2005-06-06 00:00:00,297.4,276.29,177.05,335.63,123.84,314.72,230.47,244.71,281.4
2005-06-07 00:00:00,296.47,276.29,177.05,335.63,123.84,316.73,231.34,243.98,280.99
2005-06-08 00:00:00,295.78,276.34,178,335.63,123.84,314.7,230.89,239.94,280.39
2005-06-09 00:00:00,295.41,276.34,178,335.63,123.84,313.65,230.51,240.31,280.08
2005-06-12 00:00:00,294.82,276.29,178,335.63,123.84,313.01,230.98,240.49,279.72
2005-06-13 00:00:00,293.63,276.29,178,335.63,123.84,312.91,228.51,237.93,278.75
2005-06-14 00:00:00,292.22,276.29,178,335.63,123.84,312.91,227.27,238.61,277.79
,,,,,,,,,
NEPSE Index during  Ashadh 2062,,,,,,,,,
15 June 2005 to 15 July 2005,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
Ashadh 2062,,,,,,,,,
2005-06-15 00:00:00,292.18,276.42,178,335.63,123.84,313.15,228.29,236.79,277.83
2005-06-16 00:00:00,292.25,276.42,179.15,335.63,122.94,313.48,227.72,236.15,277.88
2005-06-19 00:00:00,292.54,276.52,179.15,335.63,122.94,310.45,227.35,236.2,277.87
2005-06-20 00:00:00,294.75,276.52,179.15,329.28,122.94,310.89,227.5,236.57,278.88
2005-06-21 00:00:00,297.3,276.52,179.15,335.63,122.94,310.89,227.46,236.62,280.84
2005-06-22 00:00:00,298.41,276.59,179.15,329.28,122.94,310.89,227.67,236.79,281.15
2005-06-26 00:00:00,297.99,276.59,179.15,329.28,122.94,310.6,227.51,234.39,280.82
2005-06-27 00:00:00,297.52,276.38,179.15,329.28,122.94,309.67,226.65,234.39,280.39
2005-06-28 00:00:00,297.84,276.38,179.15,335.63,122.94,309.7,227.57,234.62,281.06
2005-06-29 00:00:00,299.29,276.38,179.15,329.28,122.94,309.63,227.4,234.71,281.54
2005-06-30 00:00:00,298.63,276.45,177.23,329.28,122.94,311.23,227.62,235.21,281.15
2005-07-03 00:00:00,298.01,276.45,178,335.63,122.94,311.2,228.56,235.57,281.28
2005-07-04 00:00:00,298.39,276.45,178,335.63,122.94,307.85,228.01,234.48,281.26
2005-07-05 00:00:00,300.62,276.45,178,335.63,122.94,304.82,228.53,235.66,282.51
2005-07-06 00:00:00,302.12,276.45,178,345.15,122.94,308.45,229.55,234.82,284.29
2005-07-10 00:00:00,303.07,276.45,178,348.33,123.2,308.45,229.37,235.05,285.07
2005-07-11 00:00:00,303.06,276.45,178,348.33,123.2,308.2,228.84,236.05,285.04
2005-07-12 00:00:00,304.49,276.45,178,348.33,123.2,313.35,228.88,236.05,286.21
2005-07-13 00:00:00,304.16,276.5,178,347.65,123.2,319.32,228.75,237.86,286.35
2005-07-14 00:00:00,304.64,276.5,178,347.65,123.2,320.24,228.39,237.86,286.67
