Unnamed: 0,Unnamed: 1,Unnamed: 2,                Nepal Stock Exchang Limited,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,,,,,,Sectorwise Market Capitalization,,,,,,(Rs.in mill.)
,,,,,,17July 2003 to 16th July 2004 (Fiscal Year 2060/061),,,,,,
,,,Date/Month,Commercial,Development,  Manufacturing &,           Hotel,   Trading, Insurance,Finance,Others,     Total
,,,2004-07-01 00:00:00,26750.88,4584.71,2369.04,493.09,490.37,2396.58,2883.62,784.53,40752.82
,,,2004-07-02 00:00:00,26999.98,4593.92,2369.04,493.09,490.37,2537.9,2899.68,784.53,41168.51
,,,2004-07-05 00:00:00,27764.99,4644.59,2369.04,493.09,490.37,2538.8,2903.68,784.53,41989.09
,,,2004-07-06 00:00:00,28260.14,4644.59,2369.04,493.09,490.37,2541.3,2906.28,784.53,42489.34
,,,2004-07-08 00:00:00,28087.88,4644.59,2369.04,493.09,490.37,2541.3,2901.58,784.53,42312.37
,,,2004-07-09 00:00:00,27969.74,4644.59,2376.49,493.09,490.37,2535.3,2909.65,784.53,42203.76
,,,2004-07-12 00:00:00,27948.44,4644.59,2376.49,493.09,490.37,2534.3,2913.05,777.33,42177.66
,,,2004-07-13 00:00:00,27979.51,4644.59,2383.94,493.09,490.37,2544.3,2913.25,777.33,42226.39
,,,2004-07-14 00:00:00,27999.84,4644.59,2391.39,493.09,490.37,2546.8,2913.65,796.85,42276.59
,,,2004-07-15 00:00:00,27147.42,4644.59,2391.39,493.09,490.37,2549.3,2911.75,796.85,41424.77
