Nepal Stock Exchange Limited.,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
NEPSE Index during Fiscal Year 2060/61,,,,,,,,,
17July 2003 to 16th July 2004 (Fiscal Year 2060/061),,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
"Srawan, 060",,,,,,,,,
2003-07-17 00:00:00,199.33,250.13,196.68,48.56,94.56,240.64,207.93,247.49,204.41
2003-07-18 00:00:00,199.19,250.13,196.68,48.56,94.56,240.94,207.56,243.22,204.31
2003-07-21 00:00:00,198.38,250.13,196.68,48.56,94.29,241.25,206.12,243.22,203.69
2003-07-22 00:00:00,198.31,250.13,196.68,48.56,94.29,241,205.19,242.57,203.56
2003-07-23 00:00:00,198.24,250.13,196.68,49.2,94.29,241.25,205.21,242.17,203.54
2003-07-24 00:00:00,198.03,250.13,195.91,49.2,94.29,241.47,204.8,242.17,203.29
2003-07-25 00:00:00,197.76,250.13,195.91,49.2,95.61,241.25,204.67,240.23,203.19
2003-07-28 00:00:00,198.1,249.71,195.91,49.2,99.37,239.17,204.32,242.17,203.37
2003-07-29 00:00:00,197.39,249.71,195.91,49.2,99.37,239.11,205.69,244.12,202.98
2003-07-30 00:00:00,197.2,249.71,195.91,49.2,99.37,237.44,205.69,242.64,202.77
2003-07-31 00:00:00,197.53,249.71,195.91,49.2,97.47,238.32,205.5,242.64,202.95
2003-08-01 00:00:00,196.89,249.71,195.91,49.2,98.26,240.25,205.4,242.56,202.69
2003-08-04 00:00:00,197.04,249.71,195.14,49.2,98.26,239.81,205.26,242.91,202.7
2003-08-05 00:00:00,196.91,249.71,194.76,49.85,98.26,243.5,205.57,243.34,202.83
2003-08-06 00:00:00,197.06,249.71,194.76,141.48,98.26,243.42,204.67,243.34,202.75
2003-08-07 00:00:00,198.54,249.71,194.76,141.48,98.26,242.49,204.24,243.34,203.57
2003-08-08 00:00:00,200.07,249.71,194.76,141.48,98.26,241.48,203.98,242.56,204.44
2003-08-11 00:00:00,202.01,249.71,194.76,141.74,95.88,241.74,204.06,242.56,205.63
2003-08-13 00:00:00,202.96,249.71,194.76,141.74,95.88,241.12,204,243.73,206.21
2003-08-14 00:00:00,203.69,194.76,194.76,141.74,95.88,241.37,203.88,244.89,206.57
2003-08-15 00:00:00,205.39,194.76,194.76,141.74,95.88,241.58,204.12,244.12,207.92
,,,,,,,,,
Date/Month,Commercial,   Manufact-,Hotel,Other,Trading,Insurance,Finance,Dev.Banking,       Total
,       Bank, uring & Pro,,,,,,,
"Bhadra, 060",,,,,,,,,
2003-08-18 00:00:00,206.34,251.35,194.37,142.25,95.88,241.26,204.21,245.63,208.52
2003-08-20 00:00:00,207.5,251.35,194.37,142.25,95.88,241.26,204.44,245.63,209.25
2003-08-21 00:00:00,208.37,254.12,194.37,142.25,95.88,241.01,204.98,245.28,210.11
2003-08-22 00:00:00,208.27,257.34,194.37,142.25,95.88,241.31,205.34,245.28,210.42
2003-08-25 00:00:00,209.67,260.51,193.22,142.25,95.88,241.31,205.27,244.89,211.54
2003-08-26 00:00:00,209.07,260.51,193.61,142.25,95.88,241.63,204.89,246.41,211.22
2003-08-27 00:00:00,207.15,260.51,190.82,142.25,95.88,241.63,204.68,246.41,209.81
2003-08-28 00:00:00,201.81,261.97,190.44,142.25,95.88,241.1,204.65,246.41,206.52
2003-08-29 00:00:00,200,261.97,189.67,142.25,95.88,240.6,204.57,244.12,205.32
2003-09-01 00:00:00,197.15,261.97,189.67,142.25,95.88,237.88,202.8,242.17,203.18
2003-09-02 00:00:00,196.13,261.97,189.67,142.25,95.88,237.52,201.67,241.01,202.41
2003-09-03 00:00:00,194.92,261.97,189.67,142.25,95.88,237.85,201.38,239.53,201.65
2003-09-04 00:00:00,196.11,261.97,189.67,142.25,95.88,237.82,202.27,238.84,202.45
2003-09-05 00:00:00,198.99,261.97,189.67,142.25,95.88,239.16,202.59,238.84,204.44
