Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,374.64",31.87,1.36,"7,798,528,433.00"
Sensitive Index,445.59,2.59,0.58,"8,126,020,000.00"
Float Index,162.44,2.10,1.31,"7,667,080,000.00"
Sensitive Float Index,143.05,0.74,0.52,"6,407,830,000.00"
Banking SubIndex,"1,724.06",-3.83,-0.22,"1,724,630,000.00"
Development Bank Index,"2,555.97",31.38,1.24,"1,360,470,000.00"
Finance Index,"1,156.57",31.98,2.84,"618,145,000.00"
Hotels And Tourism,"2,019.52",13.62,0.68,"14,954,200.00"
HydroPower Index,"1,878.36",68.29,3.77,"821,632,000.00"
Life Insurance,"16,782.97",443.43,2.71,"1,165,790,000.00"
Manufacturing And Processing,"5,969.29",26.13,0.44,"192,896,000.00"
Microfinance Index,"4,008.45",154.16,4.00,"1,107,060,000.00"
Mutual Fund,12.17,-0.05,-0.43,"21,394,000.00"
Non Life Insurance,"11,482.31",540.23,4.94,"2,600,750,000.00"
Others Index,"1,839.39",17.48,0.96,"547,435,000.00"
Trading Index,"2,967.52",2.47,0.08,"12,065,400.00"
