Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,777.58",22.21,0.80,"5,265,275,299.01"
Sensitive Index,473.51,2.78,0.59,"1,605,277,811.70"
Float Index,188.86,1.36,0.72,"5,168,731,262.90"
Sensitive Float Index,160.15,1.01,0.63,"1,605,277,811.70"
Banking SubIndex,"1,461.21",6.00,0.41,"283,264,173.60"
Development Bank Index,"5,902.23",34.91,0.59,"188,226,759.70"
Finance Index,"2,516.50",143.18,6.03,"778,618,857.20"
Hotels And Tourism,"7,825.15",9.45,0.12,"128,276,829.80"
HydroPower Index,"3,894.91",23.88,0.61,"2,247,594,069.60"
Investment,102.50,0.21,0.20,"143,463,297.20"
Life Insurance,"12,550.87",35.01,0.27,"122,002,021.40"
Manufacturing And Processing,"11,120.71",-46.92,-0.42,"451,945,314.00"
Microfinance Index,"4,800.30",19.39,0.40,"138,573,666.50"
Mutual Fund,21.86,0.07,0.32,"10,121,248.91"
Non Life Insurance,"11,257.73",114.17,1.02,"144,765,658.90"
Others Index,"2,167.05",80.21,3.84,"523,942,132.40"
Trading Index,"3,616.41",47.18,1.32,"18,058,482.60"
