Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,129.42",11.69,0.55,"5,312,422,087.26"
Sensitive Index,399.11,3.66,0.93,"1,812,414,722.70"
Float Index,147.18,0.99,0.68,"5,263,616,054.30"
Sensitive Float Index,130.47,1.40,1.08,"1,809,041,660.50"
Banking SubIndex,"1,228.25",8.40,0.69,"600,758,313.30"
Development Bank Index,"3,957.69",24.95,0.63,"320,956,080.50"
Finance Index,"1,867.49",56.30,3.11,"486,878,591.80"
Hotels And Tourism,"5,778.23",47.95,0.84,"456,604,241.90"
HydroPower Index,"2,541.38",-11.11,-0.44,"782,028,720.40"
Investment,75.76,0.14,0.19,"248,805,811.40"
Life Insurance,"12,321.63",-9.71,-0.08,"520,901,979.10"
Manufacturing And Processing,"5,745.36",28.49,0.50,"660,450,808.80"
Microfinance Index,"3,948.24",151.49,3.99,"417,774,840.90"
Mutual Fund,14.51,0.20,1.37,"7,454,651.20"
Non Life Insurance,"11,514.75",-112.55,-0.97,"622,779,959.20"
Others Index,"1,595.19",-8.84,-0.55,"115,070,884.90"
Trading Index,"2,733.05",-6.54,-0.24,"30,605,822.10"
