Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,011.40",1.94,0.10,"1,232,488,082.72"
Sensitive Index,385.93,0.02,0.01,"1,220,490,000.00"
Float Index,139.31,-0.07,-0.05,"1,212,050,000.00"
Sensitive Float Index,126.39,-0.09,-0.07,"805,107,000.00"
Banking SubIndex,"1,371.79",8.54,0.63,"225,646,414.70"
Development Bank Index,"3,501.13",-1.46,-0.04,"93,313,379.70"
Finance Index,"1,575.70",-11.56,-0.71,"75,904,269.20"
Hotels And Tourism,"2,618.56",-22.04,-1.20,"6,228,844.60"
HydroPower Index,"2,317.29",-26.36,-1.12,"345,388,338.30"
Investment,65.11,0.59,0.91,"59,804,869.90"
Life Insurance,"9,703.39",15.21,0.16,"44,461,988.00"
Manufacturing And Processing,"5,134.58",43.55,0.86,"85,532,830.20"
Microfinance Index,"4,434.61",-17.18,-0.39,"180,424,170.60"
Mutual Fund,14.97,-0.03,-0.21,"2,134,471.27"
Non Life Insurance,"7,979.35",-6.96,-0.09,"31,654,027.10"
Others Index,"1,453.40",-10.63,-0.73,"56,248,360.20"
Trading Index,"2,034.09",8.53,0.42,"7,442,745.00"
