Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,708.25",-11.52,-0.42,"4,402,767,271.72"
Sensitive Index,467.51,-2.32,-0.49,"2,061,853,620.00"
Float Index,185.44,-0.77,-0.41,"4,308,186,598.00"
Sensitive Float Index,160.17,-0.66,-0.41,"2,061,853,620.00"
Banking SubIndex,"1,419.66",-9.34,-0.65,"664,114,712.50"
Development Bank Index,"5,680.36",-4.90,-0.08,"236,955,948.50"
Finance Index,"2,373.84",2.39,0.10,"84,181,214.30"
Hotels And Tourism,"6,815.47",-33.11,-0.48,"66,679,790.60"
HydroPower Index,"3,419.81",-23.45,-0.68,"1,703,548,595.90"
Investment,108.09,-0.57,-0.52,"212,571,740.40"
Life Insurance,"12,716.79",-51.64,-0.40,"102,418,711.80"
Manufacturing And Processing,"7,444.21",3.27,0.04,"285,266,346.60"
Microfinance Index,"5,014.05",-9.43,-0.18,"263,786,874.90"
Mutual Fund,20.49,0.08,0.43,"21,792,295.12"
Non Life Insurance,"12,243.59",-22.86,-0.18,"150,477,619.00"
Others Index,"2,635.84",-8.71,-0.32,"531,557,864.50"
Trading Index,"4,037.18",-9.89,-0.24,"6,627,179.00"
