Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,879.11",-71.05,-2.40,"15,033,310,867.98"
Sensitive Index,489.48,-12.96,-2.57,"6,476,505,897.60"
Float Index,197.45,-5.32,-2.62,"14,780,421,544.10"
Sensitive Float Index,167.27,-4.60,-2.68,"6,476,505,897.60"
Banking SubIndex,"1,507.57",-43.24,-2.78,"1,620,088,114.70"
Development Bank Index,"6,186.91",-182.77,-2.86,"830,485,362.40"
Finance Index,"2,563.43",-89.49,-3.37,"329,912,492.30"
Hotels And Tourism,"7,587.32",-173.81,-2.23,"179,638,232.00"
HydroPower Index,"3,975.81",-89.95,-2.21,"7,728,120,275.10"
Investment,109.83,-3.37,-2.98,"759,566,841.20"
Life Insurance,"13,299.80",-300.50,-2.20,"423,108,228.00"
Manufacturing And Processing,"10,414.81",-113.09,-1.07,"1,331,714,779.10"
Microfinance Index,"5,101.45",-110.40,-2.11,"728,348,214.80"
Mutual Fund,22.19,-0.06,-0.28,"13,976,076.78"
Non Life Insurance,"11,594.31",-264.65,-2.23,"234,775,431.40"
Others Index,"2,355.37",-61.05,-2.52,"580,610,134.50"
Trading Index,"4,051.96",-103.14,-2.48,"34,053,438.60"
