Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,007.06",39.48,2.00,"1,495,521,905.76"
Sensitive Index,386.81,7.66,2.02,"582,189,009.00"
Float Index,139.35,2.74,2.01,"1,458,949,310.10"
Sensitive Float Index,128.17,2.56,2.04,"581,507,087.60"
Banking SubIndex,"1,276.85",12.56,0.99,"359,769,837.00"
Development Bank Index,"3,807.06",106.69,2.88,"92,826,635.50"
Finance Index,"1,730.69",53.71,3.20,"75,669,820.80"
Hotels And Tourism,"5,642.27",157.63,2.87,"92,481,146.70"
HydroPower Index,"2,038.39",71.39,3.62,"295,531,548.40"
Investment,70.01,1.17,1.70,"41,756,965.80"
Life Insurance,"11,025.61",273.45,2.54,"130,778,767.70"
Manufacturing And Processing,"5,223.82",102.74,2.00,"104,596,184.00"
Microfinance Index,"3,623.52",69.02,1.94,"80,926,983.90"
Mutual Fund,18.59,0.00,0.01,"7,603,028.07"
Non Life Insurance,"10,716.43",240.78,2.29,"128,038,071.40"
Others Index,"1,465.93",30.98,2.15,"31,615,105.40"
Trading Index,"3,094.34",61.10,2.01,"24,958,243.50"
