Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,969.18",4.26,0.21,"870,444,156.81"
Sensitive Index,378.73,0.04,0.01,"258,778,475.20"
Float Index,136.65,0.20,0.15,"858,880,240.00"
Sensitive Float Index,125.26,-0.17,-0.14,"258,253,344.40"
Banking SubIndex,"1,253.53",-5.04,-0.40,"209,279,338.60"
Development Bank Index,"3,722.72",14.62,0.39,"34,290,116.50"
Finance Index,"1,689.37",15.92,0.95,"18,877,549.90"
Hotels And Tourism,"5,496.62",40.10,0.73,"38,830,666.10"
HydroPower Index,"2,002.20",20.79,1.04,"168,269,242.80"
Investment,68.76,0.09,0.13,"38,931,214.40"
Life Insurance,"10,732.03",34.21,0.31,"152,668,902.80"
Manufacturing And Processing,"5,159.65",19.83,0.38,"53,113,038.80"
Microfinance Index,"3,563.59",7.10,0.19,"42,156,118.90"
Mutual Fund,18.59,0.06,0.34,"5,140,579.22"
Non Life Insurance,"10,498.06",59.57,0.57,"50,591,450.00"
Others Index,"1,443.70",7.04,0.49,"11,757,817.20"
Trading Index,"3,041.00",48.07,1.60,"40,114,784.00"
