Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,973.38",-21.97,-1.10,"1,126,217,861.98"
Sensitive Index,384.59,-4.36,-1.12,"975,986,000.00"
Float Index,136.16,-1.36,-0.99,"1,081,940,000.00"
Sensitive Float Index,124.92,-1.69,-1.34,"701,697,000.00"
Banking SubIndex,"1,331.00",-7.07,-0.53,"135,352,911.30"
Development Bank Index,"3,513.97",-65.97,-1.84,"81,113,319.30"
Finance Index,"1,651.19",-40.88,-2.42,"61,700,715.10"
Hotels And Tourism,"2,640.93",-36.49,-1.36,"8,129,540.50"
HydroPower Index,"2,243.24",-49.75,-2.17,"346,027,169.80"
Investment,63.52,-0.58,-0.91,"40,433,177.60"
Life Insurance,"9,226.77",-137.44,-1.47,"50,054,424.60"
Manufacturing And Processing,"4,931.55",-50.92,-1.02,"54,653,479.40"
Microfinance Index,"4,446.27",-66.26,-1.47,"142,216,350.60"
Mutual Fund,14.27,-0.10,-0.70,"3,237,536.03"
Non Life Insurance,"7,907.37",-48.57,-0.61,"33,576,147.00"
Others Index,"1,493.21",-16.57,-1.10,"122,193,459.60"
Trading Index,"1,963.30",-26.18,-1.32,"6,485,658.80"
