Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,647.45",41.20,2.57,"2,725,994,069.00"
Sensitive Index,327.76,9.21,2.89,"2,728,620,000.00"
Float Index,115.37,3.27,2.93,"2,696,550,000.00"
Sensitive Float Index,108.61,3.30,3.13,"2,391,240,000.00"
Banking SubIndex,"1,347.20",55.15,4.27,"1,760,700,000.00"
Development Bank Index,"2,152.71",60.97,2.91,"278,316,000.00"
Finance Index,863.05,13.38,1.58,"342,549,000.00"
Hotels And Tourism,"1,767.23",32.85,1.89,"7,403,100.00"
HydroPower Index,"1,383.18",3.86,0.28,"218,354,000.00"
Life Insurance,"9,710.44",110.68,1.15,"97,151,900.00"
Manufacturing And Processing,"3,078.63",20.88,0.68,"54,158,800.00"
Microfinance Index,"2,561.15",25.19,0.99,"86,322,500.00"
Mutual Fund,10.73,0.13,1.20,"6,856,310.00"
Non Life Insurance,"8,040.91",47.07,0.59,"238,436,000.00"
Others Index,"1,053.59",14.57,1.40,"121,667,000.00"
Trading Index,"1,090.40",-8.83,-0.80,"309,132.00"
