Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,695.73",1.53,0.05,"8,223,965,669.86"
Sensitive Index,459.16,-0.75,-0.16,"2,154,457,775.60"
Float Index,185.40,0.10,0.05,"8,106,071,648.00"
Sensitive Float Index,156.77,-0.13,-0.08,"2,154,457,775.60"
Banking SubIndex,"1,377.81",-1.35,-0.09,"308,567,685.00"
Development Bank Index,"5,794.56",41.86,0.72,"530,996,607.90"
Finance Index,"2,527.98",-22.84,-0.89,"335,289,354.40"
Hotels And Tourism,"7,521.28",131.22,1.77,"312,845,613.20"
HydroPower Index,"3,543.92",-4.84,-0.13,"4,405,640,902.50"
Investment,104.31,-0.20,-0.19,"184,700,399.20"
Life Insurance,"12,965.17",-46.21,-0.35,"250,603,162.50"
Manufacturing And Processing,"9,322.36",133.61,1.45,"913,457,800.80"
Microfinance Index,"4,943.54",-8.09,-0.16,"276,963,961.70"
Mutual Fund,21.26,-0.02,-0.10,"12,226,328.51"
Non Life Insurance,"11,061.20",21.80,0.19,"105,306,442.90"
Others Index,"2,347.70",-6.08,-0.25,"473,458,257.00"
Trading Index,"3,808.38",0.85,0.02,"8,241,460.90"
