Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,591.56",5.32,0.20,"4,860,201,974.97"
Sensitive Index,442.89,-0.67,-0.15,"1,266,786,779.10"
Float Index,175.61,0.18,0.10,"4,784,214,479.50"
Sensitive Float Index,147.75,-0.24,-0.16,"1,266,786,779.10"
Banking SubIndex,"1,382.14",-7.71,-0.55,"427,110,145.30"
Development Bank Index,"5,289.77",1.19,0.02,"385,273,941.10"
Finance Index,"2,872.76",-30.48,-1.04,"581,813,487.00"
Hotels And Tourism,"6,440.09",38.60,0.60,"43,634,478.40"
HydroPower Index,"3,538.97",58.34,1.67,"2,101,718,749.70"
Investment,98.83,0.38,0.39,"271,561,881.80"
Life Insurance,"12,435.12",34.18,0.27,"142,289,893.20"
Manufacturing And Processing,"6,690.14",-40.64,-0.60,"160,196,355.60"
Microfinance Index,"4,882.01",-7.31,-0.14,"409,377,854.40"
Mutual Fund,20.14,-0.15,-0.74,"3,808,818.58"
Non Life Insurance,"12,455.84",5.94,0.04,"153,751,399.40"
Others Index,"1,905.65",1.94,0.10,"100,460,228.70"
Trading Index,"4,518.13",51.14,1.14,"16,358,570.20"
