Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,462.67",4.64,0.32,"1,614,554,300.00"
Sensitive Index,296.29,-0.80,-0.27,"1,194,200,000.00"
Float Index,101.95,0.08,0.08,"1,578,410,000.00"
Sensitive Float Index,97.82,-0.37,-0.37,"954,208,000.00"
Banking SubIndex,"1,213.03",-7.44,-0.61,"225,458,000.00"
Development Bank Index,"1,758.21",-0.45,-0.03,"142,341,000.00"
Finance Index,666.09,1.62,0.24,"57,257,300.00"
Hotels And Tourism,"1,512.38",0.63,0.04,"3,027,190.00"
HydroPower Index,979.37,9.39,0.97,"78,273,300.00"
Life Insurance,"9,048.06",46.32,0.51,"208,169,000.00"
Manufacturing And Processing,"2,917.47",26.56,0.92,"111,131,000.00"
Microfinance Index,"2,474.98",2.37,0.10,"113,593,000.00"
Mutual Fund,10.63,-0.03,-0.31,"1,017,010.00"
Non Life Insurance,"7,295.13",94.30,1.31,"538,818,000.00"
Others Index,907.39,27.13,3.08,"476,722,000.00"
Trading Index,877.60,18.07,2.10,"1,076,500.00"
