Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,342.36",5.32,0.40,"1,082,483,909.00"
Sensitive Index,285.92,0.93,0.33,"1,169,270,000.00"
Float Index,95.23,0.30,0.32,"1,060,220,000.00"
Sensitive Float Index,94.39,0.34,0.36,"992,697,000.00"
Banking SubIndex,"1,162.39",3.77,0.33,"345,625,000.00"
Development Bank Index,"1,843.14",-2.23,-0.12,"201,316,000.00"
Finance Index,671.50,5.40,0.81,"107,972,000.00"
Hotels And Tourism,"2,012.73",53.00,2.70,"6,789,200.00"
HydroPower Index,"1,030.15",-6.13,-0.59,"48,559,100.00"
Life Insurance,"7,476.28",38.26,0.51,"158,115,000.00"
Manufacturing And Processing,"2,488.19",-11.06,-0.44,"22,056,200.00"
Microfinance Index,"2,205.09",6.02,0.27,"171,243,000.00"
Mutual Fund,10.01,-0.14,-1.38,"904,808.00"
Non Life Insurance,"6,117.50",26.48,0.43,"335,684,000.00"
Others Index,690.08,11.13,1.64,"69,287,600.00"
Trading Index,803.86,28.05,3.62,"8,155,660.00"
