Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,655.85",0.47,0.01,"11,443,272,636.94"
Sensitive Index,453.41,-0.67,-0.14,"6,600,988,289.90"
Float Index,181.22,-0.13,-0.07,"11,219,804,434.00"
Sensitive Float Index,154.14,-0.30,-0.19,"6,600,988,289.90"
Banking SubIndex,"1,347.04",-6.03,-0.44,"413,616,104.80"
Development Bank Index,"5,440.88",26.51,0.48,"350,019,285.20"
Finance Index,"2,440.17",-14.67,-0.59,"261,379,361.60"
Hotels And Tourism,"6,882.99",-4.38,-0.06,"331,269,876.70"
HydroPower Index,"3,676.15",35.01,0.96,"7,910,419,364.00"
Investment,111.30,-0.85,-0.76,"594,103,430.80"
Life Insurance,"12,776.43",-70.58,-0.54,"206,794,263.70"
Manufacturing And Processing,"7,180.73",104.25,1.47,"446,193,981.30"
Microfinance Index,"4,667.88",-14.79,-0.31,"217,782,222.40"
Mutual Fund,19.17,-0.08,-0.41,"11,702,772.84"
Non Life Insurance,"12,158.86",8.59,0.07,"208,962,228.80"
Others Index,"2,317.37",-10.79,-0.46,"270,461,560.60"
Trading Index,"4,231.09",45.42,1.08,"8,802,754.10"
