Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,693.10",-39.40,-1.44,"4,086,474,828.31"
Sensitive Index,513.64,-4.99,-0.96,"3,604,280,000.00"
Float Index,182.39,-3.05,-1.64,"4,058,760,000.00"
Sensitive Float Index,161.43,-2.37,-1.45,"2,224,860,000.00"
Banking SubIndex,"1,720.19",-25.75,-1.47,"394,856,553.00"
Development Bank Index,"4,622.32",-91.15,-1.93,"228,665,057.20"
Finance Index,"2,268.13",-46.82,-2.02,"209,661,200.90"
Hotels And Tourism,"3,016.23",-43.72,-1.43,"10,834,566.20"
HydroPower Index,"3,236.97",-31.86,-0.97,"1,313,196,720.90"
Investment,89.53,-1.72,-1.88,"235,716,453.10"
Life Insurance,"14,707.99",-367.11,-2.44,"220,077,894.90"
Manufacturing And Processing,"6,695.39",-162.80,-2.37,"209,097,646.70"
Microfinance Index,"5,195.56",-66.25,-1.26,"792,349,995.10"
Mutual Fund,15.61,-0.18,-1.12,"9,095,439.12"
Non Life Insurance,"12,170.22",-280.75,-2.25,"206,680,581.10"
Others Index,"2,340.98",9.73,0.42,"228,121,848.40"
Trading Index,"2,856.65",-56.67,-1.95,"9,504,835.20"
