Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,049.38",-0.06,0.00,"3,077,498,315.29"
Sensitive Index,382.16,-0.58,-0.15,"894,702,368.30"
Float Index,141.87,0.09,0.06,"2,848,536,013.90"
Sensitive Float Index,125.30,-0.17,-0.14,"889,949,922.30"
Banking SubIndex,"1,200.87",-3.61,-0.30,"390,586,371.90"
Development Bank Index,"3,720.96",8.05,0.22,"107,791,655.00"
Finance Index,"1,858.00",-1.49,-0.08,"189,895,421.80"
Hotels And Tourism,"5,767.31",80.50,1.42,"323,414,777.90"
HydroPower Index,"2,386.67",21.77,0.92,"590,946,549.90"
Investment,71.60,-0.56,-0.78,"119,047,669.00"
Life Insurance,"11,971.42",10.94,0.09,"349,602,424.20"
Manufacturing And Processing,"5,421.39",31.78,0.59,"260,603,645.20"
Microfinance Index,"3,859.85",-7.89,-0.20,"181,939,805.90"
Mutual Fund,14.36,-0.05,-0.32,"4,454,414.65"
Non Life Insurance,"10,984.44",-22.88,-0.21,"287,669,862.10"
Others Index,"1,503.46",-5.55,-0.37,"40,431,678.00"
Trading Index,"2,588.94",0.14,0.01,"6,606,153.00"
