Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,674.48",-26.16,-0.96,"4,362,194,771.58"
Sensitive Index,461.48,-2.31,-0.50,"1,275,624,628.20"
Float Index,183.04,-1.63,-0.88,"4,176,184,879.60"
Sensitive Float Index,156.20,-0.89,-0.56,"1,275,624,628.20"
Banking SubIndex,"1,426.87",-4.16,-0.29,"395,450,488.40"
Development Bank Index,"5,693.68",-24.91,-0.43,"157,236,624.40"
Finance Index,"2,457.98",-32.07,-1.28,"203,751,698.80"
Hotels And Tourism,"7,511.31",-84.57,-1.11,"140,705,165.60"
HydroPower Index,"3,724.77",-61.82,-1.63,"1,848,357,261.70"
Investment,98.91,-1.03,-1.03,"291,653,760.80"
Life Insurance,"12,239.39",-105.12,-0.85,"95,667,751.00"
Manufacturing And Processing,"10,843.33",-213.14,-1.92,"690,299,050.30"
Microfinance Index,"4,718.20",-33.04,-0.69,"143,999,457.90"
Mutual Fund,21.74,0.09,0.45,"11,220,605.09"
Non Life Insurance,"10,934.39",-112.12,-1.01,"71,616,697.70"
Others Index,"1,962.41",-13.29,-0.67,"135,978,800.00"
Trading Index,"3,371.38",-54.00,-1.57,"1,468,123.00"
