Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,837.61",55.50,1.99,"7,823,226,493.00"
Sensitive Index,530.46,9.46,1.82,"8,236,590,000.00"
Float Index,197.66,3.57,1.84,"7,765,960,000.00"
Sensitive Float Index,177.09,3.40,1.96,"5,529,170,000.00"
Banking SubIndex,"1,890.34",-2.96,-0.16,"1,752,413,779.60"
Development Bank Index,"5,508.01",338.02,6.54,"1,012,627,477.80"
Finance Index,"2,686.97",91.68,3.53,"551,153,022.20"
Hotels And Tourism,"3,455.23",178.27,5.44,"58,999,552.00"
HydroPower Index,"3,188.98",166.38,5.50,"2,261,156,344.00"
Investment,94.14,2.93,3.21,"183,977,300.80"
Life Insurance,"15,912.44",230.80,1.47,"300,032,591.50"
Manufacturing And Processing,"6,678.59",310.57,4.88,"286,575,568.90"
Microfinance Index,"5,648.77",142.90,2.60,"945,869,401.40"
Mutual Fund,15.89,0.27,1.70,"23,147,351.41"
Non Life Insurance,"13,095.46",603.03,4.83,"276,484,521.30"
Others Index,"1,937.56",2.70,0.14,"117,558,466.40"
Trading Index,"3,321.84",186.92,5.96,"19,109,982.70"
