Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,503.85",16.67,0.67,"2,791,189,909.03"
Sensitive Index,437.60,2.31,0.53,"1,234,431,691.00"
Float Index,171.56,0.98,0.57,"2,685,206,280.50"
Sensitive Float Index,148.32,0.72,0.49,"1,234,431,691.00"
Banking SubIndex,"1,349.36",11.64,0.87,"318,304,553.60"
Development Bank Index,"5,258.87",-11.44,-0.21,"142,250,258.90"
Finance Index,"2,172.86",11.16,0.51,"34,871,793.60"
Hotels And Tourism,"5,973.13",42.96,0.72,"22,925,091.70"
HydroPower Index,"3,169.78",22.03,0.70,"912,423,477.00"
Investment,101.21,0.76,0.75,"229,071,158.90"
Life Insurance,"12,106.93",40.63,0.33,"73,184,515.60"
Manufacturing And Processing,"7,121.18",63.95,0.90,"352,568,106.30"
Microfinance Index,"4,707.40",22.22,0.47,"111,866,523.10"
Mutual Fund,20.22,-0.02,-0.13,"6,303,164.84"
Non Life Insurance,"10,448.66",-36.12,-0.34,"79,040,472.50"
Others Index,"2,257.65",26.05,1.16,"406,671,659.30"
Trading Index,"3,725.95",33.28,0.90,"2,028,670.00"
