Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,609.03",-5.03,-0.19,"3,738,772,373.24"
Sensitive Index,446.18,-0.86,-0.19,"1,173,426,649.10"
Float Index,178.16,-0.31,-0.17,"3,694,004,915.70"
Sensitive Float Index,151.34,-0.28,-0.18,"1,173,426,649.10"
Banking SubIndex,"1,334.17",-0.69,-0.05,"213,807,903.60"
Development Bank Index,"5,357.23",-15.95,-0.29,"163,525,764.60"
Finance Index,"2,300.85",-13.25,-0.57,"145,292,413.90"
Hotels And Tourism,"7,000.28",-5.08,-0.07,"106,606,020.10"
HydroPower Index,"3,373.55",-22.68,-0.66,"1,579,010,395.00"
Investment,103.26,-0.33,-0.32,"127,273,832.00"
Life Insurance,"13,230.44",-28.49,-0.21,"285,671,958.00"
Manufacturing And Processing,"8,173.29",98.88,1.22,"520,651,226.00"
Microfinance Index,"4,890.43",-14.65,-0.29,"200,894,809.20"
Mutual Fund,20.18,0.07,0.39,"12,553,636.84"
Non Life Insurance,"10,820.79",-38.59,-0.35,"67,758,772.70"
Others Index,"2,349.25",-9.41,-0.39,"268,213,834.70"
Trading Index,"3,792.38",-0.86,-0.02,"15,297,985.90"
