Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,370.99",-15.02,-0.63,"1,046,014,417.20"
Sensitive Index,452.95,-1.74,-0.38,"955,898,000.00"
Float Index,162.05,-0.75,-0.46,"1,031,060,000.00"
Sensitive Float Index,145.37,-0.03,-0.02,"678,666,000.00"
Banking SubIndex,"1,589.43",-5.13,-0.32,"209,176,672.60"
Development Bank Index,"4,129.96",-42.01,-1.01,"78,076,583.60"
Finance Index,"1,770.45",-17.64,-0.99,"62,458,153.50"
Hotels And Tourism,"3,087.47",-3.71,-0.12,"15,675,729.30"
HydroPower Index,"2,680.20",-40.50,-1.49,"274,566,728.30"
Investment,77.78,-1.10,-1.39,"61,968,799.60"
Life Insurance,"12,740.78",-95.85,-0.75,"66,965,131.70"
Manufacturing And Processing,"5,590.38",16.43,0.29,"57,846,448.80"
Microfinance Index,"4,815.03",-13.59,-0.28,"129,810,601.80"
Mutual Fund,15.69,0.25,1.62,"11,785,361.01"
Non Life Insurance,"10,711.68",-100.16,-0.93,"49,515,192.70"
Others Index,"1,821.22",-11.36,-0.62,"21,001,931.80"
Trading Index,"2,180.04",-10.59,-0.48,"3,995,961.00"
