Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,506.61",-65.58,-2.55,"6,590,928,202.00"
Sensitive Index,452.79,-11.25,-2.42,"6,145,350,000.00"
Float Index,173.19,-4.54,-2.55,"6,427,270,000.00"
Sensitive Float Index,147.44,-3.59,-2.38,"4,575,930,000.00"
Banking SubIndex,"1,735.57",-40.73,-2.29,"1,644,920,000.00"
Development Bank Index,"2,728.68",-88.09,-3.13,"1,277,710,000.00"
Finance Index,"1,214.03",-27.77,-2.24,"543,233,000.00"
Hotels And Tourism,"3,297.49",-71.43,-2.12,"76,302,400.00"
HydroPower Index,"2,360.94",-99.44,-4.04,"1,031,940,000.00"
Investment,93.32,-2.75,-2.86,"596,334,000.00"
Life Insurance,"16,370.47",-359.18,-2.15,"485,748,000.00"
Manufacturing And Processing,"5,317.61",-95.55,-1.77,"198,681,000.00"
Microfinance Index,"4,982.74",-112.34,-2.20,"1,135,520,000.00"
Mutual Fund,13.21,-0.11,-0.81,"15,617,900.00"
Non Life Insurance,"12,358.52",-384.53,-3.02,"878,368,000.00"
Others Index,"1,908.74",-54.04,-2.75,"917,456,000.00"
Trading Index,"3,434.62",-127.35,-3.58,"55,936,500.00"
