Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,609.69",-21.48,-0.81,"5,334,415,331.05"
Sensitive Index,448.25,-2.70,-0.60,"1,715,382,750.50"
Float Index,178.38,-1.57,-0.87,"5,278,168,933.90"
Sensitive Float Index,152.05,-1.14,-0.74,"1,715,382,750.50"
Banking SubIndex,"1,345.87",-8.22,-0.60,"307,715,771.20"
Development Bank Index,"5,362.84",-50.77,-0.93,"233,979,849.10"
Finance Index,"2,322.33",-23.61,-1.00,"301,439,982.20"
Hotels And Tourism,"6,960.45",-84.79,-1.20,"185,037,614.20"
HydroPower Index,"3,363.48",-41.78,-1.22,"2,136,072,161.50"
Investment,103.60,-0.94,-0.90,"264,213,919.80"
Life Insurance,"13,085.10",-78.94,-0.59,"301,662,991.20"
Manufacturing And Processing,"7,982.27",-73.98,-0.91,"665,382,559.90"
Microfinance Index,"4,923.12",-52.05,-1.04,"437,456,475.10"
Mutual Fund,20.02,-0.14,-0.71,"4,793,781.16"
Non Life Insurance,"10,872.52",-102.12,-0.93,"76,126,933.60"
Others Index,"2,355.74",-2.97,-0.12,"363,299,512.70"
Trading Index,"3,778.24",-46.35,-1.21,"5,781,163.40"
