Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,904.98",-3.07,-0.16,"870,448,151.88"
Sensitive Index,363.04,0.17,0.05,"278,346,255.10"
Float Index,133.39,-0.18,-0.13,"798,952,466.70"
Sensitive Float Index,120.77,0.00,0.00,"276,948,594.10"
Banking SubIndex,"1,241.80",-0.01,0.00,"169,315,019.80"
Development Bank Index,"3,462.93",-12.27,-0.35,"37,175,466.80"
Finance Index,"1,611.46",-6.86,-0.42,"28,658,770.60"
Hotels And Tourism,"3,536.15",40.75,1.17,"49,561,189.40"
HydroPower Index,"2,475.54",-2.49,-0.10,"227,533,238.90"
Investment,63.74,-0.36,-0.56,"42,928,532.20"
Life Insurance,"9,490.72",-11.30,-0.12,"27,901,182.20"
Manufacturing And Processing,"4,382.71",-49.61,-1.12,"65,261,330.70"
Microfinance Index,"3,419.79",-20.65,-0.60,"76,154,266.90"
Mutual Fund,13.60,0.08,0.56,"1,229,469.38"
Non Life Insurance,"8,570.36",5.43,0.06,"55,788,158.50"
Others Index,"1,411.90",-0.36,-0.03,"17,542,190.20"
Trading Index,"2,113.47",-18.94,-0.89,"1,133,120.50"
