Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,735.46",20.67,0.76,"8,636,668,659.00"
Sensitive Index,492.44,6.17,1.27,"8,138,620,000.00"
Float Index,189.38,1.50,0.80,"8,504,350,000.00"
Sensitive Float Index,161.25,2.04,1.28,"6,141,570,000.00"
Banking SubIndex,"1,904.16",23.04,1.22,"3,018,890,000.00"
Development Bank Index,"2,980.51",90.18,3.12,"1,638,900,000.00"
Finance Index,"1,310.23",28.39,2.22,"627,032,000.00"
Hotels And Tourism,"3,998.53",10.50,0.26,"92,467,000.00"
HydroPower Index,"2,594.44",-8.97,-0.34,"982,350,000.00"
Investment,102.77,1.59,1.57,"699,432,000.00"
Life Insurance,"17,408.11",45.68,0.26,"337,433,000.00"
Manufacturing And Processing,"5,685.26",43.27,0.77,"220,955,000.00"
Microfinance Index,"5,366.43",6.14,0.11,"1,321,200,000.00"
Mutual Fund,13.52,0.05,0.40,"24,622,400.00"
Non Life Insurance,"13,668.90",9.03,0.07,"819,952,000.00"
Others Index,"2,052.23",3.30,0.16,"956,647,000.00"
Trading Index,"3,840.27",-99.65,-2.53,"32,914,000.00"
