Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,068.26",27.56,1.35,"2,057,980,056.54"
Sensitive Index,400.08,5.41,1.37,"1,891,020,000.00"
Float Index,142.35,1.80,1.28,"2,053,560,000.00"
Sensitive Float Index,131.02,1.69,1.31,"1,218,160,000.00"
Banking SubIndex,"1,356.67",7.93,0.59,"196,340,795.00"
Development Bank Index,"3,810.49",117.00,3.17,"200,728,730.10"
Finance Index,"1,844.11",53.93,3.01,"245,669,428.50"
Hotels And Tourism,"2,785.31",16.12,0.58,"6,336,018.00"
HydroPower Index,"2,498.40",70.77,2.92,"782,132,285.70"
Investment,67.89,0.97,1.45,"80,342,791.80"
Life Insurance,"9,449.35",52.31,0.56,"55,601,203.60"
Manufacturing And Processing,"5,114.45",53.20,1.05,"112,465,250.90"
Microfinance Index,"4,708.30",61.56,1.32,"236,655,972.70"
Mutual Fund,14.72,0.06,0.42,"3,091,600.25"
Non Life Insurance,"8,258.92",57.56,0.70,"59,736,140.10"
Others Index,"1,558.68",35.73,2.35,"68,773,408.60"
Trading Index,"2,134.24",23.74,1.12,"8,773,084.50"
