Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,920.51",-10.83,-0.37,"7,030,508,263.00"
Sensitive Index,543.80,0.06,0.01,"6,675,830,000.00"
Float Index,201.05,-1.27,-0.63,"6,881,680,000.00"
Sensitive Float Index,176.71,-0.63,-0.35,"4,745,870,000.00"
Banking SubIndex,"1,893.29",-16.67,-0.87,"1,249,066,370.40"
Development Bank Index,"5,205.32",-73.42,-1.39,"617,663,408.10"
Finance Index,"2,557.15",-72.90,-2.77,"491,310,183.90"
Hotels And Tourism,"3,227.16",-51.96,-1.58,"18,197,142.60"
HydroPower Index,"3,463.88",-42.75,-1.22,"1,627,605,164.80"
Investment,94.63,-1.09,-1.14,"302,070,147.20"
Life Insurance,"16,884.90",229.96,1.38,"873,024,251.40"
Manufacturing And Processing,"7,551.85",16.26,0.22,"178,580,735.60"
Microfinance Index,"5,601.01",-10.95,-0.20,"444,627,159.00"
Mutual Fund,16.40,0.09,0.56,"37,733,252.63"
Non Life Insurance,"13,390.64",30.70,0.23,"671,275,048.20"
Others Index,"2,254.68",37.34,1.68,"386,171,153.90"
Trading Index,"3,090.92",-46.17,-1.47,"22,086,974.00"
