Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,263.38",-7.48,-0.59,"1,026,443,666.00"
Sensitive Index,274.28,-2.00,-0.72,"953,419,000.00"
Float Index,89.35,-0.59,-0.66,"888,812,000.00"
Sensitive Float Index,89.58,-0.66,-0.73,"772,632,000.00"
Banking SubIndex,"1,116.76",-10.36,-0.92,"244,485,000.00"
Development Bank Index,"1,704.00",0.70,0.04,"221,603,000.00"
Finance Index,618.33,8.43,1.38,"135,299,000.00"
Hotels And Tourism,"1,995.97",5.40,0.27,"11,018,900.00"
HydroPower Index,"1,023.06",-11.35,-1.10,"66,611,100.00"
Life Insurance,"6,377.12",-51.66,-0.80,"78,567,200.00"
Manufacturing And Processing,"2,428.56",-3.68,-0.15,"37,572,400.00"
Microfinance Index,"1,966.00",-8.72,-0.44,"207,741,000.00"
Mutual Fund,9.68,-0.07,-0.72,"2,200,150.00"
Non Life Insurance,"5,078.72",-48.79,-0.95,"160,263,000.00"
Others Index,687.44,5.20,0.76,"79,634,100.00"
Trading Index,776.32,65.07,9.15,"21,282,000.00"
