Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,582.12",-3.63,-0.23,"2,578,607,088.00"
Sensitive Index,312.46,0.11,0.04,"2,555,640,000.00"
Float Index,109.96,-0.23,-0.21,"2,551,630,000.00"
Sensitive Float Index,103.08,-0.07,-0.07,"1,832,070,000.00"
Banking SubIndex,"1,270.15",-3.89,-0.31,"734,956,000.00"
Development Bank Index,"1,994.87",24.49,1.24,"387,832,000.00"
Finance Index,782.42,-4.31,-0.55,"172,368,000.00"
Hotels And Tourism,"1,765.18",4.15,0.24,"18,527,500.00"
HydroPower Index,"1,304.50",27.39,2.14,"674,667,000.00"
Life Insurance,"9,602.82",-81.34,-0.84,"140,187,000.00"
Manufacturing And Processing,"3,131.15",-53.33,-1.67,"169,247,000.00"
Microfinance Index,"2,550.08",-10.81,-0.42,"123,382,000.00"
Mutual Fund,10.55,0.09,0.82,"6,450,320.00"
Non Life Insurance,"7,952.93",-115.18,-1.43,"277,561,000.00"
Others Index,"1,024.02",1.26,0.12,"211,589,000.00"
Trading Index,"1,055.92",-7.15,-0.65,"1,042,280.00"
