Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,812.34",13.51,0.48,"12,034,406,328.72"
Sensitive Index,482.56,2.14,0.44,"3,674,328,954.60"
Float Index,194.04,0.89,0.46,"11,572,972,933.20"
Sensitive Float Index,164.59,0.67,0.41,"3,674,328,954.60"
Banking SubIndex,"1,476.19",12.42,0.84,"736,554,539.30"
Development Bank Index,"6,072.71",38.70,0.64,"455,957,353.70"
Finance Index,"2,579.52",-4.97,-0.19,"266,359,228.00"
Hotels And Tourism,"7,422.45",-13.19,-0.17,"108,672,211.80"
HydroPower Index,"3,818.47",59.98,1.59,"8,361,617,977.60"
Investment,109.49,0.66,0.61,"332,069,700.50"
Life Insurance,"13,275.78",-42.56,-0.31,"193,735,700.40"
Manufacturing And Processing,"9,704.33",28.77,0.29,"549,492,618.60"
Microfinance Index,"5,013.53",-13.53,-0.26,"235,624,964.60"
Mutual Fund,21.80,0.08,0.36,"12,643,079.52"
Non Life Insurance,"11,470.35",-3.64,-0.03,"85,313,615.10"
Others Index,"2,357.98",-2.40,-0.10,"237,580,067.60"
Trading Index,"3,810.94",-8.40,-0.21,"9,994,956.00"
