Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,547.04",-63.54,-2.43,"3,621,143,979.32"
Sensitive Index,488.83,-11.38,-2.28,"3,417,740,000.00"
Float Index,172.44,-4.36,-2.46,"3,575,610,000.00"
Sensitive Float Index,153.21,-3.60,-2.29,"2,292,390,000.00"
Banking SubIndex,"1,651.62",-26.84,-1.60,"584,411,076.50"
Development Bank Index,"4,308.47",-152.38,-3.42,"222,688,407.30"
Finance Index,"2,119.62",-80.32,-3.65,"184,828,429.50"
Hotels And Tourism,"2,911.25",-37.86,-1.28,"10,635,158.50"
HydroPower Index,"3,104.25",-108.87,-3.39,"1,140,178,834.90"
Investment,83.42,-2.73,-3.17,"258,420,617.50"
Life Insurance,"13,371.10",-453.56,-3.28,"302,080,046.30"
Manufacturing And Processing,"6,100.97",-229.64,-3.63,"249,124,134.80"
Microfinance Index,"4,887.48",-106.82,-2.14,"259,831,503.10"
Mutual Fund,15.34,-0.23,-1.45,"10,838,008.13"
Non Life Insurance,"11,356.43",-323.18,-2.77,"177,010,169.50"
Others Index,"2,238.35",-50.13,-2.19,"176,684,003.30"
Trading Index,"2,642.21",-64.98,-2.40,"9,716,343.00"
