Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,239.42",3.70,0.17,"5,524,832,993.00"
Sensitive Index,429.39,0.96,0.22,"5,641,360,000.00"
Float Index,153.39,0.38,0.25,"5,417,250,000.00"
Sensitive Float Index,139.26,0.58,0.42,"4,880,580,000.00"
Banking SubIndex,"1,723.17",2.87,0.17,"2,683,700,000.00"
Development Bank Index,"2,336.88",28.59,1.24,"777,711,000.00"
Finance Index,925.31,11.53,1.26,"571,674,000.00"
Hotels And Tourism,"1,920.65",-4.56,-0.24,"5,013,140.00"
HydroPower Index,"1,692.22",3.38,0.20,"265,883,000.00"
Life Insurance,"14,107.23",161.29,1.16,"472,273,000.00"
Manufacturing And Processing,"5,724.60",-41.32,-0.72,"203,862,000.00"
Microfinance Index,"3,468.16",-9.23,-0.27,"400,356,000.00"
Mutual Fund,11.73,0.05,0.39,"20,603,400.00"
Non Life Insurance,"10,292.39",176.93,1.75,"1,145,260,000.00"
Others Index,"1,770.70",-14.69,-0.82,"313,843,000.00"
Trading Index,"2,526.69",-13.30,-0.52,"13,438,400.00"
