Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,967.83",7.04,0.35,"1,099,139,697.15"
Sensitive Index,377.71,1.09,0.28,"327,467,437.70"
Float Index,136.41,0.41,0.30,1.00
Sensitive Float Index,124.99,0.28,0.22,"326,795,608.90"
Banking SubIndex,"1,253.69",1.98,0.15,"228,680,027.40"
Development Bank Index,"3,693.82",16.26,0.44,"67,426,418.30"
Finance Index,"1,665.28",-0.44,-0.02,"39,853,679.10"
Hotels And Tourism,"5,478.10",29.85,0.54,"69,952,988.70"
HydroPower Index,"2,006.48",16.39,0.82,"175,443,756.90"
Investment,69.14,0.04,0.05,"45,208,039.90"
Life Insurance,"10,737.18",55.92,0.52,"137,615,420.70"
Manufacturing And Processing,"5,123.81",6.56,0.12,"87,537,108.40"
Microfinance Index,"3,573.82",18.63,0.52,"68,718,723.50"
Mutual Fund,18.74,0.07,0.38,"3,833,196.16"
Non Life Insurance,"10,438.87",32.78,0.31,"112,816,347.40"
Others Index,"1,444.77",6.73,0.46,"29,198,660.00"
Trading Index,"2,900.69",30.52,1.06,"10,762,818.60"
