Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,651.21",8.81,0.33,"3,724,731,079.99"
Sensitive Index,464.59,0.97,0.21,"977,027,235.90"
Float Index,182.16,0.60,0.33,"3,690,047,563.89"
Sensitive Float Index,157.33,0.36,0.23,"977,027,235.90"
Banking SubIndex,"1,461.15",5.73,0.39,"336,591,215.00"
Development Bank Index,"5,602.35",29.62,0.53,"133,293,437.30"
Finance Index,"2,392.58",0.29,0.01,"213,576,017.90"
Hotels And Tourism,"7,363.35",26.56,0.36,"58,468,572.00"
HydroPower Index,"3,740.77",21.06,0.56,"2,135,357,845.89"
Investment,98.22,-0.49,-0.49,"228,848,652.30"
Life Insurance,"11,771.43",23.91,0.20,"67,137,114.20"
Manufacturing And Processing,"10,382.96",59.32,0.57,"303,127,116.90"
Microfinance Index,"4,563.32",10.04,0.22,"137,340,255.10"
Mutual Fund,20.90,-0.04,-0.22,"11,982,709.86"
Non Life Insurance,"10,631.69",55.13,0.52,"24,599,663.50"
Others Index,"1,921.33",6.23,0.32,"51,069,924.80"
Trading Index,"3,325.58",0.00,0.00,"637,749.00"
