Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,796.57",-46.78,-1.64,"13,180,255,157.51"
Sensitive Index,481.37,-8.32,-1.69,"5,111,804,654.80"
Float Index,193.15,-3.24,-1.65,"12,959,250,838.80"
Sensitive Float Index,164.10,-2.94,-1.76,"5,111,804,654.80"
Banking SubIndex,"1,455.14",-27.11,-1.82,"927,347,264.70"
Development Bank Index,"5,963.83",-97.73,-1.61,"493,867,168.10"
Finance Index,"2,563.78",-54.50,-2.08,"323,265,605.10"
Hotels And Tourism,"7,528.43",-119.80,-1.56,"137,451,593.70"
HydroPower Index,"3,738.14",-26.81,-0.71,"8,437,270,203.60"
Investment,109.86,-2.10,-1.87,"565,216,949.10"
Life Insurance,"13,458.63",-272.27,-1.98,"322,332,556.20"
Manufacturing And Processing,"9,568.30",-138.98,-1.43,"863,529,518.30"
Microfinance Index,"5,043.56",-84.60,-1.64,"351,816,530.30"
Mutual Fund,21.76,0.07,0.34,"30,559,218.52"
Non Life Insurance,"11,511.81",-113.58,-0.97,"152,758,884.30"
Others Index,"2,403.67",-44.90,-1.83,"364,282,322.60"
Trading Index,"3,716.56",-131.08,-3.40,"20,112,242.80"
