Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,188.70",-12.87,-1.07,"347,771,833.00"
Sensitive Index,256.29,-4.03,-1.55,"361,076,000.00"
Float Index,83.53,-1.47,-1.73,"329,138,000.00"
Sensitive Float Index,83.61,-2.01,-2.35,"304,513,000.00"
Banking SubIndex,"1,016.28",-25.22,-2.42,"157,412,000.00"
Development Bank Index,"1,624.68",-63.05,-3.74,"42,059,200.00"
Finance Index,625.14,-4.09,-0.65,"30,087,000.00"
Hotels And Tourism,"1,530.25",-26.44,-1.70,"296,781.00"
HydroPower Index,886.33,-13.34,-1.48,"12,609,100.00"
Life Insurance,"6,747.07",237.62,3.65,"44,659,900.00"
Manufacturing And Processing,"2,493.63",102.99,4.31,"48,586,400.00"
Microfinance Index,"1,968.92",-39.37,-1.96,"30,671,500.00"
Mutual Fund,9.63,-0.05,-0.52,"37,009.00"
Non Life Insurance,"5,040.79",-101.46,-1.97,"65,097,800.00"
Others Index,661.82,20.06,3.13,"5,991,350.00"
Trading Index,790.39,39.34,5.24,"1,605,760.00"
