Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,674.46",15.72,0.59,"7,477,795,738.00"
Sensitive Index,476.18,4.34,0.92,"6,748,930,000.00"
Float Index,183.88,1.13,0.62,"7,214,400,000.00"
Sensitive Float Index,154.14,1.38,0.90,"4,704,510,000.00"
Banking SubIndex,"1,813.83",-0.59,-0.03,"1,149,250,000.00"
Development Bank Index,"2,694.39",29.97,1.12,"927,938,000.00"
Finance Index,"1,239.15",-3.36,-0.27,"311,624,000.00"
Hotels And Tourism,"3,866.03",205.79,5.62,"136,121,000.00"
HydroPower Index,"2,670.74",114.05,4.46,"2,005,110,000.00"
Investment,104.12,2.72,2.68,"537,533,000.00"
Life Insurance,"17,230.63",-191.42,-1.10,"385,542,000.00"
Manufacturing And Processing,"5,758.76",183.91,3.30,"316,717,000.00"
Microfinance Index,"4,972.55",64.19,1.31,"713,724,000.00"
Mutual Fund,13.33,0.02,0.13,"27,452,100.00"
Non Life Insurance,"13,849.06",-287.76,-2.04,"1,608,720,000.00"
Others Index,"2,123.98",-3.90,-0.18,"895,036,000.00"
Trading Index,"4,135.26",-432.25,-9.46,"12,349,700.00"
