Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,645.36",27.41,1.04,"5,344,800,912.47"
Sensitive Index,473.02,3.21,0.68,"1,509,943,057.40"
Float Index,182.35,1.94,1.07,"5,243,575,275.30"
Sensitive Float Index,156.35,1.12,0.72,"1,509,943,057.40"
Banking SubIndex,"1,508.81",5.18,0.34,"468,570,715.80"
Development Bank Index,"5,232.09",81.01,1.57,"324,783,443.70"
Finance Index,"3,484.62",116.68,3.46,"1,536,241,863.80"
Hotels And Tourism,"6,457.41",75.27,1.17,"48,663,120.20"
HydroPower Index,"3,279.38",51.08,1.58,"1,688,212,143.70"
Investment,105.26,0.91,0.87,"177,194,041.80"
Life Insurance,"13,062.43",236.65,1.84,"314,789,442.40"
Manufacturing And Processing,"6,997.77",92.99,1.34,"148,787,535.60"
Microfinance Index,"4,902.09",61.15,1.26,"256,098,739.90"
Mutual Fund,21.18,0.15,0.72,"4,531,009.98"
Non Life Insurance,"12,739.29",81.95,0.64,"181,066,192.80"
Others Index,"2,043.26",11.02,0.54,"117,891,015.90"
Trading Index,"3,585.57",25.77,0.72,"7,161,121.00"
