Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,310.23",26.00,2.02,"1,682,330,000.00"
Sensitive Index,282.87,3.90,1.40,"1,790,000,000.00"
Float Index,92.85,1.79,1.97,"1,682,330,000.00"
Sensitive Float Index,92.83,1.41,1.54,"1,429,120,000.00"
Banking SubIndex,"1,163.30",19.38,1.69,"614,117,000.00"
Development Bank Index,"1,781.26",41.84,2.41,"346,797,000.00"
Finance Index,665.01,26.55,4.16,"149,217,000.00"
Hotels And Tourism,"2,066.99",74.55,3.74,"33,135,600.00"
HydroPower Index,"1,035.32",7.98,0.78,"65,326,900.00"
Life Insurance,"6,700.76",242.58,3.76,"126,616,000.00"
Manufacturing And Processing,"2,509.81",97.31,4.03,"281,242,000.00"
Microfinance Index,"2,069.38",76.18,3.82,"292,468,000.00"
Mutual Fund,10.05,0.31,3.18,"3,009,990.00"
Non Life Insurance,"5,228.06",125.71,2.46,"239,578,000.00"
Others Index,687.40,0.80,0.12,"27,327,500.00"
Trading Index,868.38,28.59,3.40,"13,910,900.00"
