Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,848.80",11.19,0.61,"721,259,884.67"
Sensitive Index,360.88,2.01,0.56,"696,503,000.00"
Float Index,128.46,0.98,0.77,"709,327,000.00"
Sensitive Float Index,116.90,0.62,0.53,"472,086,000.00"
Banking SubIndex,"1,281.31",6.74,0.53,"127,442,003.30"
Development Bank Index,"3,277.15",44.75,1.38,"68,671,155.20"
Finance Index,"1,540.82",27.15,1.79,"63,147,259.80"
Hotels And Tourism,"2,525.78",30.78,1.23,"3,554,824.10"
HydroPower Index,"2,000.30",11.74,0.59,"199,641,406.20"
Investment,57.44,0.35,0.69,"33,667,457.80"
Life Insurance,"8,766.64",35.55,0.41,"25,947,763.90"
Manufacturing And Processing,"4,711.54",54.79,1.18,"39,539,541.20"
Microfinance Index,"4,142.41",28.35,0.69,"91,178,624.70"
Mutual Fund,13.56,-0.06,-0.44,"4,882,728.73"
Non Life Insurance,"7,545.26",19.64,0.26,"30,580,741.00"
Others Index,"1,329.88",2.66,0.20,"22,598,127.00"
Trading Index,"1,792.41",14.04,0.79,"3,357,652.00"
