Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,148.16",-38.61,-1.77,"3,768,079,173.00"
Sensitive Index,412.26,-8.23,-1.96,"3,350,930,000.00"
Float Index,148.28,-2.49,-1.65,"3,742,500,000.00"
Sensitive Float Index,135.87,-2.71,-1.96,"2,094,750,000.00"
Banking SubIndex,"1,402.40",-20.06,-1.41,"368,742,857.20"
Development Bank Index,"3,899.36",-100.50,-2.51,"341,735,492.50"
Finance Index,"1,921.39",-58.25,-2.94,"402,268,798.70"
Hotels And Tourism,"2,838.03",-90.84,-3.09,"19,303,801.60"
HydroPower Index,"2,592.27",-58.07,-2.19,"1,193,278,140.90"
Investment,72.40,-1.60,-2.16,"162,900,870.10"
Life Insurance,"10,029.44",-167.83,-1.65,"128,235,541.20"
Manufacturing And Processing,"5,508.54",-71.85,-1.29,"388,889,364.50"
Microfinance Index,"4,898.68",-80.61,-1.62,"506,650,433.70"
Mutual Fund,14.75,-0.17,-1.12,"4,021,279.01"
Non Life Insurance,"8,503.04",-48.13,-0.56,"109,194,517.00"
Others Index,"1,582.53",-38.84,-2.40,"90,692,232.40"
Trading Index,"2,238.46",-120.98,-5.13,"30,606,467.90"
