Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,622.89",-8.24,-0.31,"6,052,226,903.77"
Sensitive Index,456.39,-0.83,-0.18,"2,930,945,275.50"
Float Index,179.88,-0.56,-0.31,"5,967,393,377.60"
Sensitive Float Index,154.99,-0.22,-0.14,"2,930,945,275.50"
Banking SubIndex,"1,371.13",-3.06,-0.22,"283,083,746.00"
Development Bank Index,"5,550.94",6.63,0.11,"381,839,047.60"
Finance Index,"2,356.34",-3.03,-0.12,"165,978,710.10"
Hotels And Tourism,"6,358.44",1.23,0.01,"91,493,658.00"
HydroPower Index,"3,374.88",-35.89,-1.05,"2,572,685,529.80"
Investment,105.40,-0.74,-0.70,"567,819,739.20"
Life Insurance,"13,191.21",-140.81,-1.05,"378,505,195.20"
Manufacturing And Processing,"7,342.35",18.47,0.25,"546,123,114.80"
Microfinance Index,"4,938.50",-31.60,-0.63,"411,208,490.70"
Mutual Fund,20.30,0.06,0.29,"5,303,106.42"
Non Life Insurance,"11,035.69",-1.12,-0.01,"124,849,991.70"
Others Index,"2,406.94",10.26,0.42,"439,171,832.50"
Trading Index,"3,830.10",35.41,0.93,"4,634,322.00"
