Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,962.71",41.39,2.15,"1,431,400,640.64"
Sensitive Index,379.15,6.55,1.76,0.00
Float Index,135.25,2.87,2.17,0.00
Sensitive Float Index,123.10,2.67,2.21,0.00
Banking SubIndex,"1,350.87",9.97,0.74,"177,932,059.80"
Development Bank Index,"3,333.65",141.38,4.43,"102,215,089.30"
Finance Index,"1,437.01",57.07,4.14,"64,309,966.20"
Hotels And Tourism,"2,605.33",87.10,3.46,"5,645,927.20"
HydroPower Index,"2,181.66",82.48,3.93,"454,467,464.40"
Investment,64.88,1.53,2.41,"76,437,759.60"
Life Insurance,"9,673.46",123.86,1.30,"129,152,250.90"
Manufacturing And Processing,"4,896.36",131.74,2.77,"89,355,538.10"
Microfinance Index,"4,253.89",115.32,2.79,"151,159,883.90"
Mutual Fund,14.37,0.39,2.79,"6,799,055.99"
Non Life Insurance,"7,912.62",194.66,2.52,"61,119,071.90"
Others Index,"1,452.82",50.36,3.59,"57,768,802.80"
Trading Index,"1,733.80",106.73,6.56,"13,254,040.90"
