Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,163.92",-1.31,-0.06,"3,052,410,659.63"
Sensitive Index,410.52,0.05,0.01,"1,092,096,997.90"
Float Index,150.04,-0.20,-0.13,"2,985,809,640.70"
Sensitive Float Index,135.12,0.04,0.02,"1,090,282,620.90"
Banking SubIndex,"1,314.74",1.25,0.90,"662,625,555.40"
Development Bank Index,"4,081.01",10.96,0.26,"334,257,919.70"
Finance Index,"1,956.41",-15.69,-0.79,"159,895,583.50"
Hotels And Tourism,"5,806.33",-21.46,-0.36,"169,786,428.10"
HydroPower Index,"2,394.09",22.38,0.94,"508,549,517.30"
Investment,73.86,-0.32,-0.43,"121,223,949.10"
Life Insurance,"12,122.02",-122.06,-0.99,"244,199,011.30"
Manufacturing And Processing,"5,942.40",82.02,1.39,"235,104,830.50"
Microfinance Index,"4,082.59",-25.29,-0.61,"184,591,619.30"
Mutual Fund,14.87,-0.18,-1.21,"4,555,838.92"
Non Life Insurance,"11,594.73",-132.07,-1.12,"243,463,506.80"
Others Index,"1,555.00",-7.55,-0.48,"45,391,310.20"
Trading Index,"2,973.03",177.66,6.35,"76,720,409.50"
