Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,989.26",-33.36,-1.65,"2,059,737,103.35"
Sensitive Index,385.70,-6.05,-1.54,"1,869,450,000.00"
Float Index,137.35,-2.23,-1.60,"2,036,960,000.00"
Sensitive Float Index,125.90,-2.43,-1.89,"1,157,880,000.00"
Banking SubIndex,"1,338.95",-10.52,-0.78,"216,143,160.30"
Development Bank Index,"3,545.59",-94.11,-2.59,"165,212,820.10"
Finance Index,"1,671.43",-64.88,-3.74,"203,362,987.80"
Hotels And Tourism,"2,646.85",-71.39,-2.63,"11,869,193.20"
HydroPower Index,"2,303.56",-81.62,-3.42,"773,699,470.30"
Investment,64.32,-1.62,-2.46,"77,170,140.80"
Life Insurance,"9,326.42",-114.88,-1.22,"79,586,708.90"
Manufacturing And Processing,"4,927.07",-63.23,-1.27,"137,818,295.40"
Microfinance Index,"4,511.11",-103.64,-2.25,"230,681,586.30"
Mutual Fund,14.52,0.08,0.53,"9,026,036.01"
Non Life Insurance,"7,955.23",-165.94,-2.04,"61,634,864.40"
Others Index,"1,468.33",-12.01,-0.81,"71,620,151.90"
Trading Index,"1,970.78",-50.43,-2.50,"8,164,996.50"
