Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,018.76",0.79,0.03,"4,233,816,403.70"
Sensitive Index,358.37,0.27,0.07,"1,114,101,010.70"
Float Index,136.80,-0.03,-0.02,"4,145,307,235.90"
Sensitive Float Index,117.19,0.15,0.13,"1,110,702,008.70"
Banking SubIndex,"1,051.41",-2.32,-0.22,"207,476,320.60"
Development Bank Index,"4,077.29",-44.48,-1.07,"292,082,961.30"
Finance Index,"2,103.75",-31.16,-1.45,"399,935,940.30"
Hotels And Tourism,"5,065.94",-42.36,-1.82,"81,107,309.80"
HydroPower Index,"2,415.27",-10.96,-0.45,"674,929,284.70"
Investment,74.39,-0.12,-0.16,"509,447,106.80"
Life Insurance,"9,996.29",-44.68,-0.44,"116,203,091.50"
Manufacturing And Processing,"6,423.78",-28.36,-0.43,"184,536,733.20"
Microfinance Index,"4,536.97",166.33,3.80,"1,453,171,861.50"
Mutual Fund,18.20,-0.06,-0.35,"3,884,200.31"
Non Life Insurance,"10,618.40",-91.92,-0.85,"139,002,298.10"
Others Index,"1,615.71",3.55,0.22,"134,350,985.10"
Trading Index,"2,707.57",-21.72,-0.79,"2,851,393.50"
