Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,619.99",18.37,0.70,"3,294,227,122.33"
Sensitive Index,450.67,3.15,0.70,"1,333,287,314.40"
Float Index,179.22,1.32,0.74,"3,250,538,446.70"
Sensitive Float Index,152.77,1.02,0.67,"1,333,287,314.40"
Banking SubIndex,"1,351.42",4.73,0.35,"215,062,003.20"
Development Bank Index,"5,429.91",83.91,1.56,"271,998,934.00"
Finance Index,"2,299.20",9.42,0.41,"108,805,137.90"
Hotels And Tourism,"6,995.56",103.27,1.49,"120,219,021.70"
HydroPower Index,"3,357.92",25.84,0.77,"1,354,413,878.30"
Investment,102.88,0.70,0.68,"186,497,240.00"
Life Insurance,"13,272.40",92.07,0.69,"257,170,339.00"
Manufacturing And Processing,"8,271.97",38.12,0.46,"188,784,669.00"
Microfinance Index,"4,920.59",42.30,0.86,"276,903,901.80"
Mutual Fund,20.20,0.02,0.13,"9,314,827.84"
Non Life Insurance,"10,871.22",94.93,0.88,"34,408,901.30"
Others Index,"2,346.48",26.76,1.15,"231,564,781.50"
Trading Index,"3,782.38",-0.52,-0.01,"4,709,639.00"
