Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,597.71",13.94,0.88,"1,633,246,148.00"
Sensitive Index,316.65,3.10,0.99,"1,579,850,000.00"
Float Index,111.48,1.17,1.06,"1,582,420,000.00"
Sensitive Float Index,104.75,1.32,1.28,"1,287,710,000.00"
Banking SubIndex,"1,279.95",21.55,1.71,"793,400,000.00"
Development Bank Index,"2,090.03",10.04,0.48,"164,328,000.00"
Finance Index,844.29,-0.60,-0.07,"143,379,000.00"
Hotels And Tourism,"1,748.42",-15.03,-0.85,"2,408,700.00"
HydroPower Index,"1,385.75",-14.09,-1.01,"298,785,000.00"
Life Insurance,"9,609.86",57.94,0.61,"87,930,300.00"
Manufacturing And Processing,"3,028.27",-6.33,-0.21,"18,390,900.00"
Microfinance Index,"2,535.15",3.41,0.13,"64,384,100.00"
Mutual Fund,10.67,0.10,0.91,"3,007,660.00"
Non Life Insurance,"7,955.32",64.28,0.81,"161,209,000.00"
Others Index,"1,033.75",3.05,0.30,"99,841,100.00"
Trading Index,"1,089.89",23.40,2.19,"2,840,110.00"
