Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,116.65",4.97,0.24,"1,767,051,916.00"
Sensitive Index,401.17,0.54,0.14,"560,184,804.50"
Float Index,148.86,0.34,0.23,"1,752,165,534.10"
Sensitive Float Index,134.80,0.23,0.17,"556,225,723.40"
Banking SubIndex,"1,368.56",1.42,0.10,"305,267,628.60"
Development Bank Index,"3,727.68",45.78,1.24,"102,384,475.50"
Finance Index,"1,751.37",12.10,0.70,"88,087,761.90"
Hotels And Tourism,"3,279.22",50.48,1.56,"32,016,582.10"
HydroPower Index,"2,643.50",3.89,0.15,"603,555,891.50"
Investment,65.06,-0.35,-0.54,"57,069,341.90"
Life Insurance,"10,897.84",88.78,0.82,"151,488,509.40"
Manufacturing And Processing,"5,138.80",28.00,0.55,"69,288,591.50"
Microfinance Index,"4,625.91",-15.48,-0.33,"135,574,510.20"
Mutual Fund,14.45,-0.04,-0.26,"5,094,477.70"
Non Life Insurance,"9,198.88",22.96,0.25,"137,027,475.20"
Others Index,"1,504.57",10.51,0.70,"67,403,643.30"
Trading Index,"2,263.85",-3.63,-0.16,"3,001,123.00"
