Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,425.32",1.51,0.11,"951,960,208.00"
Sensitive Index,297.29,0.02,0.01,"969,560,000.00"
Float Index,99.98,0.13,0.13,"933,964,000.00"
Sensitive Float Index,98.00,0.02,0.02,"772,640,000.00"
Banking SubIndex,"1,218.02",3.81,0.31,"284,965,000.00"
Development Bank Index,"1,781.43",-10.83,-0.60,"120,662,000.00"
Finance Index,664.03,-4.42,-0.66,"43,276,200.00"
Hotels And Tourism,"1,512.08",0.74,0.05,"3,039,260.00"
HydroPower Index,965.74,-3.34,-0.34,"41,408,600.00"
Life Insurance,"8,616.08",6.77,0.08,"112,475,000.00"
Manufacturing And Processing,"2,746.12",0.31,0.01,"37,372,800.00"
Microfinance Index,"2,405.58",-6.74,-0.28,"113,177,000.00"
Mutual Fund,10.70,0.09,0.88,"7,663,960.00"
Non Life Insurance,"6,729.29",39.08,0.58,"348,314,000.00"
Others Index,814.99,-1.51,-0.19,"76,557,200.00"
Trading Index,829.86,-4.93,-0.59,"693,040.00"
