Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,714.79",23.23,0.86,"7,143,151,000.00"
Sensitive Index,486.28,5.99,1.25,"7,178,050,000.00"
Float Index,187.88,2.15,1.16,"7,012,150,000.00"
Sensitive Float Index,159.22,2.53,1.62,"5,561,770,000.00"
Banking SubIndex,"1,881.12",42.36,2.30,"2,434,890,000.00"
Development Bank Index,"2,890.32",95.42,3.41,"1,829,330,000.00"
Finance Index,"1,281.84",3.64,0.28,"446,472,000.00"
Hotels And Tourism,"3,988.04",-65.24,-1.61,"114,457,000.00"
HydroPower Index,"2,603.40",31.69,1.23,"847,804,000.00"
Investment,101.18,-0.46,-0.45,"382,799,000.00"
Life Insurance,"17,362.43",-51.28,-0.29,"273,383,000.00"
Manufacturing And Processing,"5,641.99",-21.51,-0.38,"81,454,500.00"
Microfinance Index,"5,360.29",-14.40,-0.27,"1,260,290,000.00"
Mutual Fund,13.47,0.06,0.43,"16,073,300.00"
Non Life Insurance,"13,659.87",-88.92,-0.65,"856,047,000.00"
Others Index,"2,048.93",-7.50,-0.36,"609,295,000.00"
Trading Index,"3,939.92",69.29,1.79,"33,608,100.00"
