Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,675.62",0.85,0.03,"6,527,839,581.54"
Sensitive Index,456.96,0.87,0.19,"3,674,882,118.90"
Float Index,182.64,-0.01,0.00,"6,433,039,393.60"
Sensitive Float Index,155.40,0.30,0.19,"3,674,882,118.90"
Banking SubIndex,"1,393.97",5.57,0.40,"639,763,727.00"
Development Bank Index,"5,498.66",89.89,1.66,"629,689,417.30"
Finance Index,"2,392.73",-14.69,-0.61,"73,890,395.20"
Hotels And Tourism,"6,733.69",-6.43,-0.09,"182,883,537.60"
HydroPower Index,"3,440.32",5.12,0.14,"3,349,461,003.90"
Investment,110.83,-0.28,-0.26,"425,665,692.40"
Life Insurance,"13,234.12",-72.94,-0.54,"257,051,107.30"
Manufacturing And Processing,"7,238.52",21.57,0.29,"165,895,761.40"
Microfinance Index,"4,843.85",-55.72,-1.13,"356,082,388.50"
Mutual Fund,19.12,0.03,0.19,"7,948,106.44"
Non Life Insurance,"12,444.07",-69.98,-0.55,"125,654,565.00"
Others Index,"2,344.22",-4.77,-0.20,"216,344,213.00"
Trading Index,"4,343.65",40.95,0.95,"10,657,585.00"
