Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,820.00",32.81,1.18,"11,695,034,728.00"
Sensitive Index,507.20,8.23,1.65,"11,164,900,000.00"
Float Index,194.24,2.77,1.45,"11,260,200,000.00"
Sensitive Float Index,165.30,3.66,2.27,"8,291,790,000.00"
Banking SubIndex,"1,885.01",33.29,1.80,"2,439,370,000.00"
Development Bank Index,"3,422.20",239.89,7.54,"2,624,380,000.00"
Finance Index,"1,651.95",104.55,6.76,"1,476,180,000.00"
Hotels And Tourism,"3,448.18",-2.94,-0.09,"65,128,900.00"
HydroPower Index,"2,814.99",44.20,1.60,"1,961,230,000.00"
Investment,103.14,0.09,0.09,"518,231,000.00"
Life Insurance,"18,196.28",61.63,0.34,"897,379,000.00"
Manufacturing And Processing,"5,888.19",7.48,0.13,"180,612,000.00"
Microfinance Index,"5,629.81",-20.70,-0.37,"1,150,430,000.00"
Mutual Fund,13.93,0.10,0.71,"24,973,800.00"
Non Life Insurance,"14,169.53",-11.70,-0.08,"1,539,820,000.00"
Others Index,"2,259.37",13.21,0.59,"1,048,390,000.00"
Trading Index,"4,196.16",40.78,0.98,"58,476,400.00"
