Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,545.19",43.01,2.86,"2,992,160,524.00"
Sensitive Index,326.56,8.56,2.69,"3,509,440,000.00"
Float Index,109.29,2.57,2.41,"2,954,230,000.00"
Sensitive Float Index,108.37,2.01,1.89,"2,764,700,000.00"
Banking SubIndex,"1,306.39",12.89,1.00,"732,771,000.00"
Development Bank Index,"1,994.39",44.49,2.28,"569,727,000.00"
Finance Index,714.65,19.42,2.79,"283,451,000.00"
Hotels And Tourism,"1,961.52",11.22,0.58,"38,489,100.00"
HydroPower Index,"1,118.61",46.51,4.34,"208,011,000.00"
Life Insurance,"9,334.76",673.50,7.78,"448,689,000.00"
Manufacturing And Processing,"3,083.91",118.42,3.99,"228,331,000.00"
Microfinance Index,"2,776.50",83.44,3.10,"449,372,000.00"
Mutual Fund,10.59,0.09,0.86,"2,955,000.00"
Non Life Insurance,"7,335.05",307.10,4.37,"973,790,000.00"
Others Index,800.46,47.04,6.24,"141,260,000.00"
Trading Index,991.27,47.09,4.99,"7,720,800.00"
