Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,086.42",57.65,2.84,"2,480,473,998.90"
Sensitive Index,398.82,10.21,2.63,"2,291,090,000.00"
Float Index,143.95,3.73,2.66,"2,424,900,000.00"
Sensitive Float Index,130.69,3.08,2.42,"1,566,770,000.00"
Banking SubIndex,"1,389.05",16.83,1.23,"322,771,056.80"
Development Bank Index,"3,607.18",118.43,3.39,"163,335,422.50"
Finance Index,"1,610.40",65.99,4.27,"134,161,523.10"
Hotels And Tourism,"2,804.91",94.87,3.50,"20,923,406.10"
HydroPower Index,"2,405.07",128.62,5.65,"881,614,640.70"
Investment,68.84,2.36,3.55,"115,644,040.90"
Life Insurance,"10,106.25",170.59,1.72,"112,239,805.60"
Manufacturing And Processing,"5,362.59",250.41,4.90,"159,457,835.80"
Microfinance Index,"4,626.95",139.16,3.10,"302,712,459.00"
Mutual Fund,14.73,0.06,0.44,"4,122,317.90"
Non Life Insurance,"8,457.51",182.80,2.21,"94,187,576.30"
Others Index,"1,603.06",72.67,4.75,"96,584,341.80"
Trading Index,"2,055.52",174.86,9.30,"21,263,648.80"
