Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,566.16",-5.17,-0.20,"5,459,767,681.89"
Sensitive Index,447.41,-1.56,-0.34,"2,415,746,293.70"
Float Index,175.85,-0.57,-0.32,"5,380,791,244.60"
Sensitive Float Index,152.04,-0.46,-0.30,"2,415,746,293.70"
Banking SubIndex,"1,365.58",-4.76,-0.34,"430,975,866.00"
Development Bank Index,"5,427.81",-50.23,-0.91,"378,609,848.90"
Finance Index,"2,207.64",-17.28,-0.77,"74,730,495.90"
Hotels And Tourism,"6,237.13",131.54,2.15,"145,004,890.20"
HydroPower Index,"3,283.04",0.54,0.01,"2,356,697,925.80"
Investment,103.89,-0.17,-0.17,"564,039,113.50"
Life Insurance,"12,548.56",-81.26,-0.64,"224,813,559.30"
Manufacturing And Processing,"7,129.31",-20.42,-0.28,"292,819,947.60"
Microfinance Index,"4,824.88",6.54,0.13,"418,351,446.40"
Mutual Fund,20.25,-0.01,-0.06,"4,653,647.70"
Non Life Insurance,"10,703.00",-21.24,-0.19,"83,549,292.60"
Others Index,"2,342.65",-28.68,-1.20,"401,801,505.90"
Trading Index,"3,803.44",74.66,2.00,"9,397,352.50"
