Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,927.66",25.66,1.35,"1,981,012,701.99"
Sensitive Index,365.09,2.87,0.79,"667,872,732.50"
Float Index,134.37,1.77,1.33,"1,959,803,965.50"
Sensitive Float Index,120.82,0.83,0.69,"665,457,864.40"
Banking SubIndex,"1,209.31",1.80,0.15,"203,429,264.60"
Development Bank Index,"3,482.49",27.48,0.80,"38,260,156.10"
Finance Index,"1,588.22",18.55,1.18,"78,146,835.70"
Hotels And Tourism,"4,198.16",225.15,5.67,"169,195,439.60"
HydroPower Index,"2,479.03",75.75,3.15,"692,906,165.30"
Investment,66.30,0.66,1.00,"54,212,524.80"
Life Insurance,"9,796.85",156.94,1.63,"125,635,019.40"
Manufacturing And Processing,"4,861.67",48.33,1.00,"123,409,261.90"
Microfinance Index,"3,521.65",32.46,0.93,"120,954,985.80"
Mutual Fund,13.87,0.18,1.30,"1,998,898.09"
Non Life Insurance,"9,744.22",431.69,4.64,"258,671,069.90"
Others Index,"1,348.04",3.95,0.29,"84,084,130.40"
Trading Index,"2,211.18",29.84,1.37,"10,899,112.00"
