Index,Current,Point Change,% Change,Turnover
NEPSE Index,"1,985.44",36.86,1.89,"4,309,019,196.26"
Sensitive Index,374.36,4.94,1.33,"874,032,703.60"
Float Index,137.01,2.26,1.68,"4,264,793,331.50"
Sensitive Float Index,121.57,1.34,1.12,"870,336,962.20"
Banking SubIndex,"1,192.57",2.58,0.21,"336,660,464.50"
Development Bank Index,"3,845.33",65.88,1.74,"209,091,700.80"
Finance Index,"1,766.90",55.39,3.23,"174,834,705.90"
Hotels And Tourism,"5,506.96",228.81,4.33,"223,302,472.90"
HydroPower Index,"2,186.98",69.90,3.30,"1,132,942,909.70"
Investment,71.21,1.40,2.00,"193,182,529.20"
Life Insurance,"11,239.08",333.36,3.05,"774,925,540.80"
Manufacturing And Processing,"5,075.08",123.59,2.49,"450,616,752.40"
Microfinance Index,"3,510.20",53.62,1.55,"228,140,865.70"
Mutual Fund,18.26,0.24,1.36,"7,915,117.56"
Non Life Insurance,"11,019.28",256.96,2.38,"393,305,085.90"
Others Index,"1,481.00",38.96,2.70,"128,206,047.50"
Trading Index,"2,868.90",60.22,2.14,"19,584,256.20"
