Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,815.39",-1.20,-0.04,"14,768,808,492.00"
Sensitive Index,503.70,-0.28,-0.06,"14,735,500,000.00"
Float Index,193.42,-0.26,-0.13,"14,424,300,000.00"
Sensitive Float Index,163.95,0.17,0.11,"9,899,440,000.00"
Banking SubIndex,"1,857.05",-6.46,-0.35,"1,812,100,000.00"
Development Bank Index,"3,450.10",114.30,3.43,"3,127,920,000.00"
Finance Index,"1,650.83",36.81,2.28,"868,661,000.00"
Hotels And Tourism,"3,382.28",-14.83,-0.44,"59,329,200.00"
HydroPower Index,"3,016.47",131.78,4.57,"4,893,360,000.00"
Investment,102.71,-0.67,-0.65,"561,602,000.00"
Life Insurance,"18,437.77",-136.36,-0.73,"998,303,000.00"
Manufacturing And Processing,"5,850.45",32.60,0.56,"198,907,000.00"
Microfinance Index,"5,435.05",-191.69,-3.41,"2,481,380,000.00"
Mutual Fund,14.13,0.08,0.55,"218,172,000.00"
Non Life Insurance,"14,761.55",142.29,0.97,"2,188,070,000.00"
Others Index,"2,196.93",-24.02,-1.08,"959,109,000.00"
Trading Index,"4,469.29",281.53,6.72,"130,483,000.00"
