Index,Current,Point Change,% Change,Turnover
NEPSE Index,"2,611.45",9.94,0.38,"8,035,510,844.00"
Sensitive Index,475.00,1.47,0.31,"7,666,990,000.00"
Float Index,180.26,1.22,0.68,"7,980,270,000.00"
Sensitive Float Index,155.06,0.97,0.63,"6,551,690,000.00"
Banking SubIndex,"1,913.29",29.77,1.58,"3,621,770,000.00"
Development Bank Index,"2,671.83",3.56,0.13,"1,088,140,000.00"
Finance Index,"1,197.40",-1.12,-0.09,"579,802,000.00"
Hotels And Tourism,"2,056.69",-15.45,-0.75,"10,322,300.00"
HydroPower Index,"1,922.45",-14.44,-0.75,"438,364,000.00"
Life Insurance,"18,560.84",-144.83,-0.77,"534,760,000.00"
Manufacturing And Processing,"5,734.75",-86.41,-1.48,"236,267,000.00"
Microfinance Index,"4,534.63",-45.64,-1.00,"817,935,000.00"
Mutual Fund,12.61,0.07,0.57,"21,896,400.00"
Non Life Insurance,"13,239.55",-136.59,-1.02,"1,425,950,000.00"
Others Index,"2,067.46",10.43,0.51,"1,059,420,000.00"
Trading Index,"2,976.10",59.06,2.02,"18,677,300.00"
